"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ATALAYA (000)",27135,7816,2230,591,16548
"Conviviente (001)",14582,3669,920,214,9796
"Separado(a) (002)",735,143,52,15,525
"Casado(a) (003)",2805,402,508,120,1788
"Viudo(a) (004)",641,125,22,9,486
"Divorciado(a) (005)",81,13,12,3,54
"Soltero(a) (006)",8291,3464,716,230,3899
"Hombres (008)",14392,3693,1252,442,9031
"Conviviente (009)",7272,1504,511,152,5111
"Separado(a) (010)",300,35,25,11,229
"Casado(a) (011)",1460,179,297,90,903
"Viudo(a) (012)",234,39,7,6,183
"Divorciado(a) (013)",51,7,10,3,32
"Soltero(a) (014)",5075,1929,402,180,2573
"Mujeres (016)",12743,4123,978,149,7517
"Conviviente (017)",7310,2165,409,62,4685
"Separado(a) (018)",435,108,27,4,296
"Casado(a) (019)",1345,223,211,30,885
"Viudo(a) (020)",407,86,15,3,303
"Divorciado(a) (021)",30,6,2,,22
"Soltero(a) (022)",3216,1535,314,50,1326
,,,,,
"URBANA (024)",10693,1987,1535,466,6739
"Conviviente (025)",4405,624,563,150,3079
"Separado(a) (026)",330,40,39,14,237
"Casado(a) (027)",1755,137,422,100,1106
"Viudo(a) (028)",202,30,17,8,148
"Divorciado(a) (029)",39,2,11,2,24
"Soltero(a) (030)",3962,1154,483,192,2145
"Hombres (032)",5704,889,873,359,3604
"Conviviente (033)",2195,218,337,111,1535
"Separado(a) (034)",131,8,18,10,95
"Casado(a) (035)",923,50,244,77,559
"Viudo(a) (036)",64,10,3,5,47
"Divorciado(a) (037)",26,1,9,2,14
"Soltero(a) (038)",2365,602,262,154,1354
"Mujeres (040)",4989,1098,662,107,3135
"Conviviente (041)",2210,406,226,39,1544
"Separado(a) (042)",199,32,21,4,142
"Casado(a) (043)",832,87,178,23,547
"Viudo(a) (044)",138,20,14,3,101
"Divorciado(a) (045)",13,1,2,,10
"Soltero(a) (046)",1597,552,221,38,791
,,,,,
"RURAL (048)",16442,5829,695,125,9809
"Conviviente (049)",10177,3045,357,64,6717
"Separado(a) (050)",405,103,13,1,288
"Casado(a) (051)",1050,265,86,20,682
"Viudo(a) (052)",439,95,5,1,338
"Divorciado(a) (053)",42,11,1,1,30
"Soltero(a) (054)",4329,2310,233,38,1754
"Hombres (056)",8688,2804,379,83,5427
"Conviviente (057)",5077,1286,174,41,3576
"Separado(a) (058)",169,27,7,1,134
"Casado(a) (059)",537,129,53,13,344
"Viudo(a) (060)",170,29,4,1,136
"Divorciado(a) (061)",25,6,1,1,18
"Soltero(a) (062)",2710,1327,140,26,1219
"Mujeres (064)",7754,3025,316,42,4382
"Conviviente (065)",5100,1759,183,23,3141
"Separado(a) (066)",236,76,6,,154
"Casado(a) (067)",513,136,33,7,338
"Viudo(a) (068)",269,66,1,,202
"Divorciado(a) (069)",17,5,,,12
"Soltero(a) (070)",1619,983,93,12,535
