"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TAMBOPATA (000)",34580,9683,7103,13621,1086,1453,664,970
"Agric., ganadería, caza y silvicultura (001)",5328,80,1371,3064,227,586,,
"Pesca (002)",118,2,80,25,2,9,,
"Explotación de minas y canteras (003)",2017,142,1405,301,147,22,,
"Industrias manufactureras (004)",2352,101,1013,1080,116,42,,
"Suministro de electricidad, gas y agua (005)",85,39,42,4,,,,
"Construcción (006)",2618,360,1681,513,57,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5968,1311,229,3667,272,489,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",850,136,154,454,67,39,,
"Comercio al por mayor (009)",287,116,31,107,17,16,,
"Comercio al por menor (010)",4831,1059,44,3106,188,434,,
"Hoteles y restaurantes (011)",2547,1023,141,1165,99,119,,
"Trans., almac. y comunicaciones (012)",3878,936,445,2405,62,30,,
"Intermediación financiera (013)",132,130,,2,,,,
"Activid.inmobil., empres. y alquileres (014)",1186,825,91,239,25,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1314,1222,92,,,,,
"Enseñanza (016)",1581,1423,3,143,5,7,,
"Servicios sociales y de salud (017)",730,651,,67,10,2,,
"Otras activ. serv.comun.soc y personales (018)",1249,498,234,487,12,18,,
"Hogares privados con servicio doméstico (019)",664,,,,,,664,
"Actividad economica no especificada (021)",1843,940,276,459,52,116,,
"Desocupado (022)",970,,,,,,,970
"Hombres (023)",22860,5173,6328,9251,791,633,77,607
"Agric., ganadería, caza y silvicultura (024)",4473,64,1167,2706,202,334,,
"Pesca (025)",105,2,73,23,1,6,,
"Explotación de minas y canteras (026)",1804,27,1353,277,128,19,,
"Industrias manufactureras (027)",1918,70,858,867,96,27,,
"Suministro de electricidad, gas y agua (028)",74,33,37,4,,,,
"Construcción (029)",2505,311,1630,503,55,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2689,565,215,1610,168,131,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",779,105,153,433,64,24,,
"Comercio al por mayor (032)",156,68,22,51,12,3,,
"Comercio al por menor (033)",1754,392,40,1126,92,104,,
"Hoteles y restaurantes (034)",506,265,42,142,27,30,,
"Trans., almac. y comunicaciones (035)",3609,744,434,2351,54,26,,
"Intermediación financiera (036)",80,80,,,,,,
"Activid.inmobil., empres. y alquileres (037)",821,544,67,188,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",947,894,53,,,,,
"Enseñanza (039)",719,636,3,73,4,3,,
"Servicios sociales y de salud (040)",317,264,,45,6,2,,
"Otras activ. serv.comun.soc y personales (041)",691,258,193,226,5,9,,
"Hogares privados con servicio doméstico (042)",77,,,,,,77,
"Actividad economica no especificada (044)",918,416,203,236,26,37,,
"Desocupado (045)",607,,,,,,,607
"Mujeres (046)",11720,4510,775,4370,295,820,587,363
"Agric., ganadería, caza y silvicultura (047)",855,16,204,358,25,252,,
"Pesca (048)",13,,7,2,1,3,,
"Explotación de minas y canteras (049)",213,115,52,24,19,3,,
"Industrias manufactureras (050)",434,31,155,213,20,15,,
"Suministro de electricidad, gas y agua (051)",11,6,5,,,,,
"Construcción (052)",113,49,51,10,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3279,746,14,2057,104,358,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",71,31,1,21,3,15,,
"Comercio al por mayor (055)",131,48,9,56,5,13,,
"Comercio al por menor (056)",3077,667,4,1980,96,330,,
"Hoteles y restaurantes (057)",2041,758,99,1023,72,89,,
"Trans., almac. y comunicaciones (058)",269,192,11,54,8,4,,
"Intermediación financiera (059)",52,50,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",365,281,24,51,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",367,328,39,,,,,
"Enseñanza (062)",862,787,,70,1,4,,
"Servicios sociales y de salud (063)",413,387,,22,4,,,
"Otras activ. serv.comun.soc y personales (064)",558,240,41,261,7,9,,
"Hogares privados con servicio doméstico (065)",587,,,,,,587,
"Actividad economica no especificada (067)",925,524,73,223,26,79,,
,,,,,,,,
"URBANA (068)",28167,8972,5042,10925,846,953,549,880
"Agric., ganadería, caza y silvicultura (069)",2460,67,756,1315,131,191,,
"Pesca (070)",88,2,58,19,2,7,,
"Explotación de minas y canteras (071)",1082,73,736,210,57,6,,
"Industrias manufactureras (072)",2097,92,856,995,112,42,,
"Suministro de electricidad, gas y agua (073)",80,39,37,4,,,,
"Construcción (074)",2164,236,1378,488,56,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",5515,1249,205,3355,245,461,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",786,118,139,428,63,38,,
"Comercio al por mayor (077)",267,115,30,91,17,14,,
"Comercio al por menor (078)",4462,1016,36,2836,165,409,,
"Hoteles y restaurantes (079)",2231,905,100,1031,89,106,,
"Trans., almac. y comunicaciones (080)",3414,823,326,2188,56,21,,
"Intermediación financiera (081)",131,129,,2,,,,
"Activid.inmobil., empres. y alquileres (082)",1132,787,80,234,25,6,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1293,1206,87,,,,,
"Enseñanza (084)",1499,1346,3,139,5,6,,
"Servicios sociales y de salud (085)",703,626,,65,10,2,,
"Otras activ. serv.comun.soc y personales (086)",1195,481,217,471,12,14,,
"Hogares privados con servicio doméstico (087)",549,,,,,,549,
"Actividad economica no especificada (089)",1654,911,203,409,46,85,,
"Desocupado (090)",880,,,,,,,880
"Hombres (091)",17811,4776,4424,7066,579,369,54,543
"Agric., ganadería, caza y silvicultura (092)",1972,53,604,1102,111,102,,
"Pesca (093)",79,2,53,17,1,6,,
"Explotación de minas y canteras (094)",971,24,710,189,42,6,,
"Industrias manufactureras (095)",1682,63,708,792,92,27,,
"Suministro de electricidad, gas y agua (096)",69,33,32,4,,,,
"Construcción (097)",2077,206,1331,479,55,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2480,537,192,1479,147,125,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",726,93,138,411,61,23,,
"Comercio al por mayor (100)",146,68,21,42,12,3,,
"Comercio al por menor (101)",1608,376,33,1026,74,99,,
"Hoteles y restaurantes (102)",442,229,30,129,25,29,,
"Trans., almac. y comunicaciones (103)",3169,650,317,2136,49,17,,
"Intermediación financiera (104)",80,80,,,,,,
"Activid.inmobil., empres. y alquileres (105)",781,517,58,184,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",929,880,49,,,,,
"Enseñanza (107)",683,601,3,73,4,2,,
"Servicios sociales y de salud (108)",302,251,,43,6,2,,
"Otras activ. serv.comun.soc y personales (109)",654,245,180,217,5,7,,
"Hogares privados con servicio doméstico (110)",54,,,,,,54,
"Actividad economica no especificada (112)",844,405,157,222,23,37,,
