"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia COTABAMBAS (000)",30188,12007,1780,576,15890
"Conviviente (001)",8998,2752,621,195,5452
"Separado(a) (002)",470,148,38,10,274
"Casado(a) (003)",9283,3028,624,176,5478
"Viudo(a) (004)",2124,621,31,36,1437
"Divorciado(a) (005)",91,29,8,2,52
"Soltero(a) (006)",9222,5429,458,157,3197
"Hombres (008)",15281,4644,1056,320,9302
"Conviviente (009)",4477,716,391,116,3267
"Separado(a) (010)",108,18,14,4,72
"Casado(a) (011)",4663,893,370,116,3299
"Viudo(a) (012)",668,120,11,11,526
"Divorciado(a) (013)",36,9,2,1,24
"Soltero(a) (014)",5329,2888,268,72,2114
"Mujeres (016)",14907,7363,724,256,6588
"Conviviente (017)",4521,2036,230,79,2185
"Separado(a) (018)",362,130,24,6,202
"Casado(a) (019)",4620,2135,254,60,2179
"Viudo(a) (020)",1456,501,20,25,911
"Divorciado(a) (021)",55,20,6,1,28
"Soltero(a) (022)",3893,2541,190,85,1083
,,,,,
"URBANA (024)",8586,2610,1506,270,4247
"Conviviente (025)",2706,619,533,99,1470
"Separado(a) (026)",215,60,32,9,114
"Casado(a) (027)",2385,547,535,78,1241
"Viudo(a) (028)",430,113,23,4,291
"Divorciado(a) (029)",29,8,5,2,14
"Soltero(a) (030)",2821,1263,378,78,1117
"Hombres (032)",4408,967,913,178,2384
"Conviviente (033)",1411,162,349,66,847
"Separado(a) (034)",56,7,14,4,31
"Casado(a) (035)",1255,151,318,59,738
"Viudo(a) (036)",112,13,9,1,89
"Divorciado(a) (037)",12,4,1,1,6
"Soltero(a) (038)",1562,630,222,47,673
"Mujeres (040)",4178,1643,593,92,1863
"Conviviente (041)",1295,457,184,33,623
"Separado(a) (042)",159,53,18,5,83
"Casado(a) (043)",1130,396,217,19,503
"Viudo(a) (044)",318,100,14,3,202
"Divorciado(a) (045)",17,4,4,1,8
"Soltero(a) (046)",1259,633,156,31,444
,,,,,
"RURAL (048)",21602,9397,274,306,11643
"Conviviente (049)",6292,2133,88,96,3982
"Separado(a) (050)",255,88,6,1,160
"Casado(a) (051)",6898,2481,89,98,4237
"Viudo(a) (052)",1694,508,8,32,1146
"Divorciado(a) (053)",62,21,3,,38
"Soltero(a) (054)",6401,4166,80,79,2080
"Hombres (056)",10873,3677,143,142,6918
"Conviviente (057)",3066,554,42,50,2420
"Separado(a) (058)",52,11,,,41
"Casado(a) (059)",3408,742,52,57,2561
"Viudo(a) (060)",556,107,2,10,437
"Divorciado(a) (061)",24,5,1,,18
"Soltero(a) (062)",3767,2258,46,25,1441
"Mujeres (064)",10729,5720,131,164,4725
"Conviviente (065)",3226,1579,46,46,1562
"Separado(a) (066)",203,77,6,1,119
"Casado(a) (067)",3490,1739,37,41,1676
"Viudo(a) (068)",1138,401,6,22,709
"Divorciado(a) (069)",38,16,2,,20
"Soltero(a) (070)",2634,1908,34,54,639
