"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHOTA (000)",47431,832,15410,15656,11243,4290
"Empleado (001)",5483,25,1396,2738,1269,55
"Obrero (002)",8393,115,3003,2750,1900,625
"Trabajador independiente (003)",23157,146,5868,7673,6457,3013
"Empleador o patrono (004)",585,1,156,194,168,66
"Trabajador familiar no remunerado (005)",7116,442,3610,1586,1051,427
"Trabajador del hogar (006)",662,37,372,134,92,27
"Desocupado (008)",2035,66,1005,581,306,77
"Hombres (009)",37362,600,11909,12099,9054,3700
"Empleado (010)",3333,15,771,1648,858,41
"Obrero (011)",7658,103,2744,2511,1723,577
"Trabajador independiente (012)",19338,105,4673,6385,5506,2669
"Empleador o patrono (013)",511,1,135,169,144,62
"Trabajador familiar no remunerado (014)",4843,335,2827,877,532,272
"Trabajador del hogar (015)",36,4,18,7,4,3
"Desocupado (017)",1643,37,741,502,287,76
"Mujeres (018)",10069,232,3501,3557,2189,590
"Empleado (019)",2150,10,625,1090,411,14
"Obrero (020)",735,12,259,239,177,48
"Trabajador independiente (021)",3819,41,1195,1288,951,344
"Empleador o patrono (022)",74,,21,25,24,4
"Trabajador familiar no remunerado (023)",2273,107,783,709,519,155
"Trabajador del hogar (024)",626,33,354,127,88,24
"Desocupado (026)",392,29,264,79,19,1
,,,,,,
"URBANA (027)",12135,127,3331,4729,3141,807
"Empleado (028)",4170,15,950,2102,1062,41
"Obrero (029)",1264,13,433,407,325,86
"Trabajador independiente (030)",4772,25,1129,1678,1386,554
"Empleador o patrono (031)",196,,43,68,61,24
"Trabajador familiar no remunerado (032)",800,46,280,226,180,68
"Trabajador del hogar (033)",373,23,218,67,48,17
"Desocupado (035)",560,5,278,181,79,17
"Hombres (036)",7850,86,2058,2938,2150,618
"Empleado (037)",2409,7,496,1181,693,32
"Obrero (038)",1113,13,385,355,281,79
"Trabajador independiente (039)",3380,21,793,1140,989,437
"Empleador o patrono (040)",143,,30,48,43,22
"Trabajador familiar no remunerado (041)",413,40,177,91,76,29
"Trabajador del hogar (042)",21,2,11,3,3,2
"Desocupado (044)",371,3,166,120,65,17
"Mujeres (045)",4285,41,1273,1791,991,189
"Empleado (046)",1761,8,454,921,369,9
"Obrero (047)",151,,48,52,44,7
"Trabajador independiente (048)",1392,4,336,538,397,117
"Empleador o patrono (049)",53,,13,20,18,2
"Trabajador familiar no remunerado (050)",387,6,103,135,104,39
"Trabajador del hogar (051)",352,21,207,64,45,15
"Desocupado (053)",189,2,112,61,14,
,,,,,,
"RURAL (054)",35296,705,12079,10927,8102,3483
"Empleado (055)",1313,10,446,636,207,14
"Obrero (056)",7129,102,2570,2343,1575,539
"Trabajador independiente (057)",18385,121,4739,5995,5071,2459
"Empleador o patrono (058)",389,1,113,126,107,42
"Trabajador familiar no remunerado (059)",6316,396,3330,1360,871,359
"Trabajador del hogar (060)",289,14,154,67,44,10
"Desocupado (062)",1475,61,727,400,227,60
"Hombres (063)",29512,514,9851,9161,6904,3082
"Empleado (064)",924,8,275,467,165,9
"Obrero (065)",6545,90,2359,2156,1442,498
"Trabajador independiente (066)",15958,84,3880,5245,4517,2232
"Empleador o patrono (067)",368,1,105,121,101,40
"Trabajador familiar no remunerado (068)",4430,295,2650,786,456,243
"Trabajador del hogar (069)",15,2,7,4,1,1
"Desocupado (071)",1272,34,575,382,222,59
"Mujeres (072)",5784,191,2228,1766,1198,401
"Empleado (073)",389,2,171,169,42,5
"Obrero (074)",584,12,211,187,133,41
"Trabajador independiente (075)",2427,37,859,750,554,227
"Empleador o patrono (076)",21,,8,5,6,2
"Trabajador familiar no remunerado (077)",1886,101,680,574,415,116
"Trabajador del hogar (078)",274,12,147,63,43,9
"Desocupado (080)",203,27,152,18,5,1
