"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHICLAYO (000)",213194,194897,798,46527,46889,35836,37672,16559,7527,3089,18297,615545
"De 12 a 14 años (001)",193,80,8,57,15,,,,,,113,87
"De 15 a 19 años (002)",4057,3449,55,3023,303,56,12,,,,608,3845
"De 20 a 24 años (003)",19431,14259,80,9890,3476,668,129,16,,,5172,19486
"De 25 a 29 años (004)",25584,20894,77,9978,7160,2730,885,55,9,,4690,36609
"De 30 a 34 años (005)",27050,24515,90,7447,9030,4970,2661,288,22,7,2535,53793
"De 35 a 39 años (006)",26461,24865,78,4902,8026,6372,4604,740,126,17,1596,65752
"De 40 a 44 años (007)",23827,22712,86,3312,6048,6003,5473,1402,336,52,1115,69498
"De 45 a 49 años (008)",20594,19827,68,2465,4535,4808,5448,1832,544,127,767,67262
"De 50 y más años (009)",65997,64296,256,5453,8296,10229,18460,12226,6490,2886,1701,299213
"PEA (010)",74854,65198,296,18943,17595,12318,10786,3517,1304,439,9656,176047
"De 12 a 14 años (011)",18,14,,13,1,,,,,,4,15
"De 15 a 19 años (012)",690,590,12,517,47,11,3,,,,100,656
"De 20 a 24 años (013)",6318,3842,38,2897,747,120,37,3,,,2476,4925
"De 25 a 29 años (014)",10173,7226,29,4158,2076,710,226,25,2,,2947,11560
"De 30 a 34 años (015)",11311,9662,52,3672,3409,1597,821,101,7,3,1649,19505
"De 35 a 39 años (016)",11768,10817,45,2681,3557,2584,1647,258,38,7,951,26642
"De 40 a 44 años (017)",10803,10159,43,1850,2960,2560,2075,528,128,15,644,29006
"De 45 a 49 años (018)",8773,8393,28,1369,2156,2007,1985,626,191,31,380,26220
