"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia MARAÑON (000)",6333,12,450,59,68,166,3486,60,95,1493,20,217,207
"Agric., ganadería, caza y silvicultura (001)",4792,,,1,2,,3485,,,1304,,,
"Pesca (002)",1,,,,,,1,,,,,,
"Industrias manufactureras (004)",55,,,1,,1,,52,,1,,,
"Suministro de electricidad, gas y agua (005)",9,,,,,,,,7,2,,,
"Construcción (006)",83,,4,,,,,,38,41,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",171,,,4,,136,,5,1,25,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,,,,2,,2,1,,,,
"Comercio al por mayor (009)",9,,,,,8,,,,1,,,
"Comercio al por menor (010)",157,,,4,,126,,3,,24,,,
"Hoteles y restaurantes (011)",38,,,2,,24,,,,12,,,
"Trans., almac. y comunicaciones (012)",37,,,,1,,,,32,4,,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",31,,16,6,4,,,,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",117,9,14,4,44,1,,3,14,8,20,,
"Enseñanza (016)",409,3,393,,9,,,,,4,,,
"Servicios sociales y de salud (017)",67,,20,38,5,3,,,1,,,,
"Otras activ. serv.comun.soc y personales (018)",9,,2,3,,1,,,,3,,,
"Hogares privados con servicio doméstico (019)",86,,,,,,,,,86,,,
"Actividad economica no especificada (021)",219,,,,2,,,,,,,217,
"Desocupado (022)",207,,,,,,,,,,,,207
"Hombres (023)",5423,10,278,37,42,88,3287,57,93,1218,20,126,167
"Agric., ganadería, caza y silvicultura (024)",4386,,,1,2,,3286,,,1097,,,
"Pesca (025)",1,,,,,,1,,,,,,
"Industrias manufactureras (027)",51,,,1,,1,,49,,,,,
"Suministro de electricidad, gas y agua (028)",9,,,,,,,,7,2,,,
"Construcción (029)",83,,4,,,,,,38,41,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",108,,,3,,83,,5,1,16,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4,,,,,1,,2,1,,,,
"Comercio al por mayor (032)",6,,,,,5,,,,1,,,
"Comercio al por menor (033)",98,,,3,,77,,3,,15,,,
"Hoteles y restaurantes (034)",10,,,1,,3,,,,6,,,
"Trans., almac. y comunicaciones (035)",36,,,,1,,,,31,4,,,
"Intermediación financiera (036)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",28,,15,6,3,,,,2,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",94,7,9,4,30,1,,3,13,7,20,,
"Enseñanza (039)",241,3,232,,3,,,,,3,,,
"Servicios sociales y de salud (040)",36,,15,19,1,,,,1,,,,
"Otras activ. serv.comun.soc y personales (041)",6,,2,2,,,,,,2,,,
"Hogares privados con servicio doméstico (042)",38,,,,,,,,,38,,,
"Actividad economica no especificada (044)",127,,,,1,,,,,,,126,
"Desocupado (045)",167,,,,,,,,,,,,167
"Mujeres (046)",910,2,172,22,26,78,199,3,2,275,,91,40
"Agric., ganadería, caza y silvicultura (047)",406,,,,,,199,,,207,,,
"Industrias manufactureras (050)",4,,,,,,,3,,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",63,,,1,,53,,,,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",3,,,,,3,,,,,,,
"Comercio al por menor (056)",59,,,1,,49,,,,9,,,
"Hoteles y restaurantes (057)",28,,,1,,21,,,,6,,,
"Trans., almac. y comunicaciones (058)",1,,,,,,,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",3,,1,,1,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",23,2,5,,14,,,,1,1,,,
"Enseñanza (062)",168,,161,,6,,,,,1,,,
"Servicios sociales y de salud (063)",31,,5,19,4,3,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",3,,,1,,1,,,,1,,,
"Hogares privados con servicio doméstico (065)",48,,,,,,,,,48,,,
"Actividad economica no especificada (067)",92,,,,1,,,,,,,91,
"Desocupado (068)",40,,,,,,,,,,,,40
,,,,,,,,,,,,,
"URBANA (069)",1237,12,295,30,55,119,317,26,48,229,20,51,35
"Agric., ganadería, caza y silvicultura (070)",463,,,1,2,,317,,,143,,,
"Industrias manufactureras (073)",23,,,,,1,,21,,1,,,
"Suministro de electricidad, gas y agua (074)",9,,,,,,,,7,2,,,
"Construcción (075)",30,,4,,,,,,16,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",122,,,2,,101,,3,,16,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,,,,1,,1,,,,,
"Comercio al por mayor (078)",4,,,,,4,,,,,,,
"Comercio al por menor (079)",116,,,2,,96,,2,,16,,,
"Hoteles y restaurantes (080)",22,,,2,,14,,,,6,,,
"Trans., almac. y comunicaciones (081)",12,,,,1,,,,9,2,,,
"Intermediación financiera (082)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",28,,16,6,2,,,,2,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",102,9,12,4,35,1,,2,13,6,20,,
"Enseñanza (085)",264,3,248,,9,,,,,4,,,
"Servicios sociales y de salud (086)",29,,12,12,3,1,,,1,,,,
"Otras activ. serv.comun.soc y personales (087)",8,,2,3,,1,,,,2,,,
"Hogares privados con servicio doméstico (088)",35,,,,,,,,,35,,,
"Actividad economica no especificada (090)",53,,,,2,,,,,,,51,
"Desocupado (091)",35,,,,,,,,,,,,35
"Hombres (092)",873,10,173,20,32,59,290,25,47,140,20,31,26
"Agric., ganadería, caza y silvicultura (093)",395,,,1,2,,290,,,102,,,
"Industrias manufactureras (096)",21,,,,,1,,20,,,,,
"Suministro de electricidad, gas y agua (097)",9,,,,,,,,7,2,,,
"Construcción (098)",30,,4,,,,,,16,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",67,,,1,,55,,3,,8,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1,,,,,,,1,,,,,
"Comercio al por mayor (101)",2,,,,,2,,,,,,,
"Comercio al por menor (102)",64,,,1,,53,,2,,8,,,
"Hoteles y restaurantes (103)",6,,,1,,2,,,,3,,,
"Trans., almac. y comunicaciones (104)",12,,,,1,,,,9,2,,,
"Intermediación financiera (105)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",26,,15,6,2,,,,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",81,7,8,4,22,1,,2,12,5,20,,
"Enseñanza (108)",143,3,134,,3,,,,,3,,,
"Servicios sociales y de salud (109)",15,,9,5,,,,,1,,,,
"Otras activ. serv.comun.soc y personales (110)",6,,2,2,,,,,,2,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,,,,2,,,
"Actividad economica no especificada (113)",32,,,,1,,,,,,,31,
"Desocupado (114)",26,,,,,,,,,,,,26
"Mujeres (115)",364,2,122,10,23,60,27,1,1,89,,20,9
"Agric., ganadería, caza y silvicultura (116)",68,,,,,,27,,,41,,,
"Industrias manufactureras (119)",2,,,,,,,1,,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",55,,,1,,46,,,,8,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,1,,,,,,,
"Comercio al por mayor (124)",2,,,,,2,,,,,,,
"Comercio al por menor (125)",52,,,1,,43,,,,8,,,
"Hoteles y restaurantes (126)",16,,,1,,12,,,,3,,,
"Activid.inmobil., empres. y alquileres (129)",2,,1,,,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",21,2,4,,13,,,,1,1,,,
"Enseñanza (131)",121,,114,,6,,,,,1,,,
"Servicios sociales y de salud (132)",14,,3,7,3,1,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",2,,,1,,1,,,,,,,
"Hogares privados con servicio doméstico (134)",33,,,,,,,,,33,,,
"Actividad economica no especificada (136)",21,,,,1,,,,,,,20,
"Desocupado (137)",9,,,,,,,,,,,,9
,,,,,,,,,,,,,
"RURAL (138)",5096,,155,29,13,47,3169,34,47,1264,,166,172
"Agric., ganadería, caza y silvicultura (139)",4329,,,,,,3168,,,1161,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Industrias manufactureras (142)",32,,,1,,,,31,,,,,
"Construcción (144)",53,,,,,,,,22,31,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",49,,,2,,35,,2,1,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,1,,1,1,,,,
"Comercio al por mayor (147)",5,,,,,4,,,,1,,,
"Comercio al por menor (148)",41,,,2,,30,,1,,8,,,
"Hoteles y restaurantes (149)",16,,,,,10,,,,6,,,
"Trans., almac. y comunicaciones (150)",25,,,,,,,,23,2,,,
"Activid.inmobil., empres. y alquileres (152)",3,,,,2,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",15,,2,,9,,,1,1,2,,,
"Enseñanza (154)",145,,145,,,,,,,,,,
"Servicios sociales y de salud (155)",38,,8,26,2,2,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",1,,,,,,,,,1,,,
"Hogares privados con servicio doméstico (157)",51,,,,,,,,,51,,,
"Actividad economica no especificada (159)",166,,,,,,,,,,,166,
"Desocupado (160)",172,,,,,,,,,,,,172
"Hombres (161)",4550,,105,17,10,29,2997,32,46,1078,,95,141
"Agric., ganadería, caza y silvicultura (162)",3991,,,,,,2996,,,995,,,
"Pesca (163)",1,,,,,,1,,,,,,
"Industrias manufactureras (165)",30,,,1,,,,29,,,,,
"Construcción (167)",53,,,,,,,,22,31,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",41,,,2,,28,,2,1,8,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",3,,,,,1,,1,1,,,,
"Comercio al por mayor (170)",4,,,,,3,,,,1,,,
"Comercio al por menor (171)",34,,,2,,24,,1,,7,,,
"Hoteles y restaurantes (172)",4,,,,,1,,,,3,,,
"Trans., almac. y comunicaciones (173)",24,,,,,,,,22,2,,,
"Activid.inmobil., empres. y alquileres (175)",2,,,,1,,,,,1,,,
