"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN ANTONIO DE PUTINA (000)",23211,19482,3729
"De 3 a 5 años (001)",3270,283,2987
"De 6 a 11 años (002)",5627,5076,551
"De 12 a 16 años (003)",4839,4802,37
"De 17 a 24 años (004)",9475,9321,154
"Hombres (005)",11919,10029,1890
"De 3 a 5 años (006)",1701,155,1546
"De 6 a 11 años (007)",2907,2629,278
"De 12 a 16 años (008)",2399,2385,14
"De 17 a 24 años (009)",4912,4860,52
"Mujeres (010)",11292,9453,1839
"De 3 a 5 años (011)",1569,128,1441
"De 6 a 11 años (012)",2720,2447,273
"De 12 a 16 años (013)",2440,2417,23
"De 17 a 24 años (014)",4563,4461,102
,,,
"URBANA (015)",15536,13192,2344
"De 3 a 5 años (016)",2206,218,1988
"De 6 a 11 años (017)",3547,3273,274
"De 12 a 16 años (018)",3114,3104,10
"De 17 a 24 años (019)",6669,6597,72
"Hombres (020)",7933,6734,1199
"De 3 a 5 años (021)",1152,116,1036
"De 6 a 11 años (022)",1819,1683,136
"De 12 a 16 años (023)",1540,1536,4
"De 17 a 24 años (024)",3422,3399,23
"Mujeres (025)",7603,6458,1145
"De 3 a 5 años (026)",1054,102,952
"De 6 a 11 años (027)",1728,1590,138
"De 12 a 16 años (028)",1574,1568,6
"De 17 a 24 años (029)",3247,3198,49
,,,
"RURAL (030)",7675,6290,1385
"De 3 a 5 años (031)",1064,65,999
"De 6 a 11 años (032)",2080,1803,277
"De 12 a 16 años (033)",1725,1698,27
"De 17 a 24 años (034)",2806,2724,82
"Hombres (035)",3986,3295,691
"De 3 a 5 años (036)",549,39,510
"De 6 a 11 años (037)",1088,946,142
"De 12 a 16 años (038)",859,849,10
"De 17 a 24 años (039)",1490,1461,29
"Mujeres (040)",3689,2995,694
"De 3 a 5 años (041)",515,26,489
"De 6 a 11 años (042)",992,857,135
"De 12 a 16 años (043)",866,849,17
"De 17 a 24 años (044)",1316,1263,53
