"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CALCA (000)",16264,9663,6601
"Red pública dentro de la vivienda (001)",4345,3769,576
"Red pública fuera de la vivienda (002)",3400,2542,858
"Pilón de uso público (003)",801,411,390
"Camión - cisterna u otro similar (004)",19,13,6
"Pozo (005)",217,64,153
"Río, acequia, manatial o similar (006)",6763,2592,4171
"Vecino (007)",436,170,266
"Otro (008)",283,102,181
,,,
"URBANA (010)",5701,4865,836
"Red pública dentro de la vivienda (011)",3240,2940,300
"Red pública fuera de la vivienda (012)",1898,1646,252
"Pilón de uso público (013)",146,76,70
"Camión - cisterna u otro similar (014)",5,5,
"Pozo (015)",21,12,9
"Río, acequia, manatial o similar (016)",204,114,90
"Vecino (017)",139,59,80
"Otro (018)",48,13,35
,,,
"RURAL (020)",10563,4798,5765
"Red pública dentro de la vivienda (021)",1105,829,276
"Red pública fuera de la vivienda (022)",1502,896,606
"Pilón de uso público (023)",655,335,320
"Camión - cisterna u otro similar (024)",14,8,6
"Pozo (025)",196,52,144
"Río, acequia, manatial o similar (026)",6559,2478,4081
"Vecino (027)",297,111,186
"Otro (028)",235,89,146
