"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ESPINAR (000)",30860,25875,4985
"De 3 a 5 años (001)",4722,523,4199
"De 6 a 11 años (002)",9749,9071,678
"De 12 a 16 años (003)",7949,7924,25
"De 17 a 24 años (004)",8440,8357,83
"Hombres (005)",15602,13087,2515
"De 3 a 5 años (006)",2392,275,2117
"De 6 a 11 años (007)",4984,4626,358
"De 12 a 16 años (008)",4097,4084,13
"De 17 a 24 años (009)",4129,4102,27
"Mujeres (010)",15258,12788,2470
"De 3 a 5 años (011)",2330,248,2082
"De 6 a 11 años (012)",4765,4445,320
"De 12 a 16 años (013)",3852,3840,12
"De 17 a 24 años (014)",4311,4255,56
,,,
"URBANA (015)",14518,12430,2088
"De 3 a 5 años (016)",2088,254,1834
"De 6 a 11 años (017)",4457,4233,224
"De 12 a 16 años (018)",3691,3683,8
"De 17 a 24 años (019)",4282,4260,22
"Hombres (020)",7351,6282,1069
"De 3 a 5 años (021)",1072,137,935
"De 6 a 11 años (022)",2274,2151,123
"De 12 a 16 años (023)",1918,1915,3
"De 17 a 24 años (024)",2087,2079,8
"Mujeres (025)",7167,6148,1019
"De 3 a 5 años (026)",1016,117,899
"De 6 a 11 años (027)",2183,2082,101
"De 12 a 16 años (028)",1773,1768,5
"De 17 a 24 años (029)",2195,2181,14
,,,
"RURAL (030)",16342,13445,2897
"De 3 a 5 años (031)",2634,269,2365
"De 6 a 11 años (032)",5292,4838,454
"De 12 a 16 años (033)",4258,4241,17
"De 17 a 24 años (034)",4158,4097,61
"Hombres (035)",8251,6805,1446
"De 3 a 5 años (036)",1320,138,1182
"De 6 a 11 años (037)",2710,2475,235
"De 12 a 16 años (038)",2179,2169,10
"De 17 a 24 años (039)",2042,2023,19
"Mujeres (040)",8091,6640,1451
"De 3 a 5 años (041)",1314,131,1183
"De 6 a 11 años (042)",2582,2363,219
"De 12 a 16 años (043)",2079,2072,7
"De 17 a 24 años (044)",2116,2074,42
