"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUCANAS (000)",61731,19827,6550,976,34422
"Sin Nivel (001)",10174,3587,457,83,6052
"Educación Inicial (002)",1480,929,151,15,387
"Primaria (003)",22919,9062,1549,251,12064
"Secundaria (004)",18726,5308,1713,262,11454
"Sup. no Univ. Incompleta (005)",2276,329,247,59,1643
"Sup. no Univ. Completa (006)",3445,347,1364,156,1589
"Sup. Univ. Incompleta (007)",867,95,171,40,563
"Sup. Univ. Completa (008)",1844,170,898,110,670
"Hombres (010)",31749,9549,3388,643,18199
"Sin Nivel (011)",3402,1396,187,34,1786
"Educación Inicial (012)",804,503,83,9,210
"Primaria (013)",12018,4407,803,150,6663
"Secundaria (014)",10937,2806,944,184,7012
"Sup. no Univ. Incompleta (015)",1225,142,139,45,901
"Sup. no Univ. Completa (016)",1729,146,631,110,850
"Sup. Univ. Incompleta (017)",552,65,90,32,366
"Sup. Univ. Completa (018)",1082,84,511,79,411
"Mujeres (020)",29982,10278,3162,333,16223
"Sin Nivel (021)",6772,2191,270,49,4266
"Educación Inicial (022)",676,426,68,6,177
"Primaria (023)",10901,4655,746,101,5401
"Secundaria (024)",7789,2502,769,78,4442
"Sup. no Univ. Incompleta (025)",1051,187,108,14,742
"Sup. no Univ. Completa (026)",1716,201,733,46,739
"Sup. Univ. Incompleta (027)",315,30,81,8,197
"Sup. Univ. Completa (028)",762,86,387,31,259
,,,,,
"URBANA (030)",36331,10871,5685,688,19120
"Sin Nivel (031)",5235,1707,393,53,3085
"Educación Inicial (032)",908,525,134,13,237
"Primaria (033)",11892,4498,1343,166,5891
"Secundaria (034)",11519,3379,1461,182,6503
"Sup. no Univ. Incompleta (035)",1793,263,220,43,1268
"Sup. no Univ. Completa (036)",2799,278,1200,116,1215
"Sup. Univ. Incompleta (037)",669,79,150,33,409
"Sup. Univ. Completa (038)",1516,142,784,82,512
"Hombres (040)",18056,5153,2877,453,9598
"Sin Nivel (041)",1677,655,160,20,843
"Educación Inicial (042)",474,272,71,8,124
"Primaria (043)",5970,2133,680,104,3058
"Secundaria (044)",6370,1743,764,128,3741
"Sup. no Univ. Incompleta (045)",917,116,124,31,647
"Sup. no Univ. Completa (046)",1361,110,549,81,628
"Sup. Univ. Incompleta (047)",399,51,75,26,248
"Sup. Univ. Completa (048)",888,73,454,55,309
"Mujeres (050)",18275,5718,2808,235,9522
"Sin Nivel (051)",3558,1052,233,33,2242
"Educación Inicial (052)",434,253,63,5,113
"Primaria (053)",5922,2365,663,62,2833
"Secundaria (054)",5149,1636,697,54,2762
"Sup. no Univ. Incompleta (055)",876,147,96,12,621
"Sup. no Univ. Completa (056)",1438,168,651,35,587
"Sup. Univ. Incompleta (057)",270,28,75,7,161
"Sup. Univ. Completa (058)",628,69,330,27,203
,,,,,
"RURAL (060)",25400,8956,865,288,15302
"Sin Nivel (061)",4939,1880,64,30,2967
"Educación Inicial (062)",572,404,17,2,150
"Primaria (063)",11027,4564,206,85,6173
"Secundaria (064)",7207,1929,252,80,4951
"Sup. no Univ. Incompleta (065)",483,66,27,16,375
"Sup. no Univ. Completa (066)",646,69,164,40,374
"Sup. Univ. Incompleta (067)",198,16,21,7,154
"Sup. Univ. Completa (068)",328,28,114,28,158
"Hombres (070)",13693,4396,511,190,8601
"Sin Nivel (071)",1725,741,27,14,943
"Educación Inicial (072)",330,231,12,1,86
"Primaria (073)",6048,2274,123,46,3605
"Secundaria (074)",4567,1063,180,56,3271
"Sup. no Univ. Incompleta (075)",308,26,15,14,254
"Sup. no Univ. Completa (076)",368,36,82,29,222
"Sup. Univ. Incompleta (077)",153,14,15,6,118
"Sup. Univ. Completa (078)",194,11,57,24,102
"Mujeres (080)",11707,4560,354,98,6701
"Sin Nivel (081)",3214,1139,37,16,2024
"Educación Inicial (082)",242,173,5,1,64
"Primaria (083)",4979,2290,83,39,2568
"Secundaria (084)",2640,866,72,24,1680
"Sup. no Univ. Incompleta (085)",175,40,12,2,121
"Sup. no Univ. Completa (086)",278,33,82,11,152
"Sup. Univ. Incompleta (087)",45,2,6,1,36
"Sup. Univ. Completa (088)",134,17,57,4,56
