"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",16091,300,6107,5107,1728,642,266,96,11,,1834
"Conviviente (001)",6681,155,2796,2129,652,250,99,34,4,,562
"Separado(a) (002)",895,26,299,289,118,65,24,6,,,68
"Casado(a) (003)",5142,61,1977,1858,627,205,84,28,4,,298
"Viudo(a) (004)",1535,41,659,492,135,55,29,13,1,,110
"Divorciado(a) (005)",58,1,29,17,7,1,1,,,,2
"Soltero(a) (006)",1780,16,347,322,189,66,29,15,2,,794
,,,,,,,,,,,
"URBANA (008)",2667,38,873,817,379,167,54,28,4,,307
"Conviviente (009)",889,16,314,277,105,59,16,9,1,,92
"Separado(a) (010)",141,3,46,40,22,12,4,3,,,11
"Casado(a) (011)",1072,8,367,355,172,66,25,10,1,,68
"Viudo(a) (012)",224,4,82,72,30,14,3,4,1,,14
"Divorciado(a) (013)",16,,3,7,6,,,,,,
"Soltero(a) (014)",325,7,61,66,44,16,6,2,1,,122
,,,,,,,,,,,
"RURAL (016)",13424,262,5234,4290,1349,475,212,68,7,,1527
"Conviviente (017)",5792,139,2482,1852,547,191,83,25,3,,470
"Separado(a) (018)",754,23,253,249,96,53,20,3,,,57
"Casado(a) (019)",4070,53,1610,1503,455,139,59,18,3,,230
"Viudo(a) (020)",1311,37,577,420,105,41,26,9,,,96
"Divorciado(a) (021)",42,1,26,10,1,1,1,,,,2
"Soltero(a) (022)",1455,9,286,256,145,50,23,13,1,,672
