"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia REQUENA (000)",53317,15634,16901,10775,7335,2672
"Hombres (001)",28166,8113,8565,5747,4160,1581
"Mujeres (002)",25151,7521,8336,5028,3175,1091
"PEA (003)",22044,741,7459,7352,5049,1443
"Hombres (004)",15473,504,5204,5100,3547,1118
"Mujeres (005)",6571,237,2255,2252,1502,325
"Ocupada (006)",21213,686,7004,7141,4961,1421
"Hombres (007)",14867,472,4880,4938,3478,1099
"Mujeres (008)",6346,214,2124,2203,1483,322
"Desocupada (009)",831,55,455,211,88,22
"Hombres (010)",606,32,324,162,69,19
"Mujeres (011)",225,23,131,49,19,3
"No PEA (012)",31273,14893,9442,3423,2286,1229
"Hombres (013)",12693,7609,3361,647,613,463
"Mujeres (014)",18580,7284,6081,2776,1673,766
,,,,,,
"URBANA (018)",31147,8866,10083,6386,4304,1508
"Hombres (019)",16148,4606,5052,3238,2396,856
"Mujeres (020)",14999,4260,5031,3148,1908,652
"PEA (021)",12525,385,4089,4362,2934,755
"Hombres (022)",8393,263,2712,2851,2005,562
"Mujeres (023)",4132,122,1377,1511,929,193
"Ocupada (024)",11926,358,3759,4205,2862,742
"Hombres (025)",7961,245,2481,2734,1950,551
"Mujeres (026)",3965,113,1278,1471,912,191
"Desocupada (027)",599,27,330,157,72,13
"Hombres (028)",432,18,231,117,55,11
"Mujeres (029)",167,9,99,40,17,2
"No PEA (030)",18622,8481,5994,2024,1370,753
"Hombres (031)",7755,4343,2340,387,391,294
"Mujeres (032)",10867,4138,3654,1637,979,459
,,,,,,
"RURAL (036)",22170,6768,6818,4389,3031,1164
"Hombres (037)",12018,3507,3513,2509,1764,725
"Mujeres (038)",10152,3261,3305,1880,1267,439
"PEA (039)",9519,356,3370,2990,2115,688
"Hombres (040)",7080,241,2492,2249,1542,556
"Mujeres (041)",2439,115,878,741,573,132
"Ocupada (042)",9287,328,3245,2936,2099,679
"Hombres (043)",6906,227,2399,2204,1528,548
"Mujeres (044)",2381,101,846,732,571,131
"Desocupada (045)",232,28,125,54,16,9
"Hombres (046)",174,14,93,45,14,8
"Mujeres (047)",58,14,32,9,2,1
"No PEA (048)",12651,6412,3448,1399,916,476
"Hombres (049)",4938,3266,1021,260,222,169
"Mujeres (050)",7713,3146,2427,1139,694,307
