"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",7409,7227,59,1090,1199,1125,1956,1181,510,107,182,28548
"De 12 a 14 años (001)",8,4,1,3,,,,,,,4,3
"De 15 a 19 años (002)",147,138,3,116,17,1,1,,,,9,157
"De 20 a 24 años (003)",573,515,2,303,167,32,11,,,,58,780
"De 25 a 29 años (004)",704,667,4,204,242,153,61,3,,,37,1419
"De 30 a 34 años (005)",716,701,,107,218,189,161,26,,,15,1971
"De 35 a 39 años (006)",708,696,5,68,126,171,250,62,13,1,12,2440
"De 40 a 44 años (007)",662,650,6,46,82,98,207,154,47,10,12,2909
"De 45 a 49 años (008)",582,578,4,30,48,72,204,149,61,10,4,2825
"De 50 y más años (009)",3309,3278,34,213,299,409,1061,787,389,86,31,16044
"PEA (010)",2379,2299,14,416,423,349,583,354,131,29,80,8595
"De 15 a 19 años (012)",30,28,1,25,1,,1,,,,2,31
"De 20 a 24 años (013)",175,154,1,105,39,8,1,,,,21,212
"De 25 a 29 años (014)",268,243,2,90,82,45,23,1,,,25,490
"De 30 a 34 años (015)",259,249,,60,90,51,40,8,,,10,618
"De 35 a 39 años (016)",294,288,,39,72,69,88,19,1,,6,905
"De 40 a 44 años (017)",240,234,1,24,36,33,68,58,13,1,6,993
"De 45 a 49 años (018)",226,222,2,14,30,28,81,48,15,4,4,1003
"De 50 y más años (019)",887,881,7,59,73,115,281,220,102,24,6,4343
"Ocupada (020)",2325,2250,13,401,409,342,576,349,131,29,75,8468
"De 15 a 19 años (022)",28,26,,24,1,,1,,,,2,30
"De 20 a 24 años (023)",164,147,1,101,37,7,1,,,,17,201
"De 25 a 29 años (024)",256,232,2,86,77,44,22,1,,,24,469
