"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LUYA (000)",25491,12508,184,208,11639,311,68,69,3,501
"Hombres (001)",8667,6440,92,152,1407,160,53,28,3,332
"Mujeres (002)",16824,6068,92,56,10232,151,15,41,,169
"De 06 a 14 años (003)",10584,10140,,,264,91,3,6,,80
"Hombres (004)",5304,5145,,,65,45,1,3,,45
"Mujeres (005)",5280,4995,,,199,46,2,3,,35
"De 15 a 29 años (006)",6205,2332,5,71,3645,,29,11,3,109
"Hombres (007)",1902,1281,,56,457,,23,3,3,79
"Mujeres (008)",4303,1051,5,15,3188,,6,8,,30
"De 30 a 44 años (009)",3308,25,14,50,3108,,18,8,,85
"Hombres (010)",466,9,4,34,340,,14,3,,62
"Mujeres (011)",2842,16,10,16,2768,,4,5,,23
"De 45 a 64 años (012)",3063,8,72,34,2831,,14,8,,96
"Hombres (013)",460,4,39,29,305,,12,4,,67
"Mujeres (014)",2603,4,33,5,2526,,2,4,,29
"De 65 y más años (015)",2331,3,93,53,1791,220,4,36,,131
"Hombres (016)",535,1,49,33,240,115,3,15,,79
"Mujeres (017)",1796,2,44,20,1551,105,1,21,,52
,,,,,,,,,,
"AREA URBANA (018)",10150,5140,146,71,4397,120,19,34,2,221
"Hombres (019)",3407,2605,78,46,449,58,15,14,2,140
"Mujeres (020)",6743,2535,68,25,3948,62,4,20,,81
"De 06 a 14 años (021)",4033,3922,,,62,22,,2,,25
"Hombres (022)",1995,1951,,,17,11,,2,,14
"Mujeres (023)",2038,1971,,,45,11,,,,11
"De 15 a 29 años (024)",2466,1197,1,14,1183,,11,6,2,52
"Hombres (025)",824,645,,11,121,,9,1,2,35
"Mujeres (026)",1642,552,1,3,1062,,2,5,,17
"De 30 a 44 años (027)",1246,18,4,19,1160,,5,2,,38
"Hombres (028)",152,7,1,10,102,,4,,,28
"Mujeres (029)",1094,11,3,9,1058,,1,2,,10
"De 45 a 64 años (030)",1216,3,62,11,1097,,2,3,,38
"Hombres (031)",177,2,35,10,95,,2,2,,31
"Mujeres (032)",1039,1,27,1,1002,,,1,,7
"De 65 y más años (033)",1189,,79,27,895,98,1,21,,68
"Hombres (034)",259,,42,15,114,47,,9,,32
"Mujeres (035)",930,,37,12,781,51,1,12,,36
,,,,,,,,,,
"AREA RURAL (036)",15341,7368,38,137,7242,191,49,35,1,280
"Hombres (037)",5260,3835,14,106,958,102,38,14,1,192
"Mujeres (038)",10081,3533,24,31,6284,89,11,21,,88
"De 06 a 14 años (039)",6551,6218,,,202,69,3,4,,55
"Hombres (040)",3309,3194,,,48,34,1,1,,31
"Mujeres (041)",3242,3024,,,154,35,2,3,,24
"De 15 a 29 años (042)",3739,1135,4,57,2462,,18,5,1,57
"Hombres (043)",1078,636,,45,336,,14,2,1,44
"Mujeres (044)",2661,499,4,12,2126,,4,3,,13
"De 30 a 44 años (045)",2062,7,10,31,1948,,13,6,,47
"Hombres (046)",314,2,3,24,238,,10,3,,34
"Mujeres (047)",1748,5,7,7,1710,,3,3,,13
"De 45 a 64 años (048)",1847,5,10,23,1734,,12,5,,58
"Hombres (049)",283,2,4,19,210,,10,2,,36
"Mujeres (050)",1564,3,6,4,1524,,2,3,,22
"De 65 y más años (051)",1142,3,14,26,896,122,3,15,,63
"Hombres (052)",276,1,7,18,126,68,3,6,,47
"Mujeres (053)",866,2,7,8,770,54,,9,,16
