"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JAUJA (000)",25837,307,1023,2026,3473,5370,8085,5553
"De 12 a 14 años (001)",24,,,,,,1,23
"De 15 a 19 años (002)",428,,,,,,281,147
"De 20 a 24 años (003)",2088,,,,,5,1249,834
"De 25 a 29 años (004)",2647,,,,,117,1783,747
"De 30 a 34 años (005)",2677,,,,,487,1701,489
"De 35 a 39 años (006)",2941,,,,27,909,1551,454
"De 40 a 44 años (007)",2701,,,1,166,1162,994,378
"De 45 a 49 años (008)",2342,,,19,404,1169,445,305
"De 50 y más años (009)",9989,307,1023,2006,2876,1521,80,2176
"PEA (010)",9479,19,150,458,1259,2489,3081,2023
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",107,,,,,,71,36
"De 20 a 24 años (013)",679,,,,,2,365,312
"De 25 a 29 años (014)",1036,,,,,54,649,333
"De 30 a 34 años (015)",1151,,,,,242,672,237
"De 35 a 39 años (016)",1366,,,,10,438,685,233
"De 40 a 44 años (017)",1266,,,1,86,570,422,187
"De 45 a 49 años (018)",1092,,,6,203,558,184,141
"De 50 y más años (019)",2777,19,150,451,960,625,33,539
"Ocupada (020)",9183,19,150,454,1243,2449,2956,1912
"De 12 a 14 años (021)",5,,,,,,,5
"De 15 a 19 años (022)",101,,,,,,68,33
"De 20 a 24 años (023)",621,,,,,1,344,276
"De 25 a 29 años (024)",974,,,,,54,610,310
"De 30 a 34 años (025)",1102,,,,,237,645,220
"De 35 a 39 años (026)",1319,,,,10,424,667,218
"De 40 a 44 años (027)",1231,,,1,82,561,408,179
"De 45 a 49 años (028)",1082,,,6,203,553,181,139
"De 50 y más años (029)",2748,19,150,447,948,619,33,532
"Desocupada (030)",296,,,4,16,40,125,111
"De 15 a 19 años (032)",6,,,,,,3,3
"De 20 a 24 años (033)",58,,,,,1,21,36
"De 25 a 29 años (034)",62,,,,,,39,23
"De 30 a 34 años (035)",49,,,,,5,27,17
"De 35 a 39 años (036)",47,,,,,14,18,15
"De 40 a 44 años (037)",35,,,,4,9,14,8
"De 45 a 49 años (038)",10,,,,,5,3,2
"De 50 y más años (039)",29,,,4,12,6,,7
"No PEA (040)",16358,288,873,1568,2214,2881,5004,3530
"De 12 a 14 años (041)",19,,,,,,1,18
"De 15 a 19 años (042)",321,,,,,,210,111
"De 20 a 24 años (043)",1409,,,,,3,884,522
"De 25 a 29 años (044)",1611,,,,,63,1134,414
"De 30 a 34 años (045)",1526,,,,,245,1029,252
"De 35 a 39 años (046)",1575,,,,17,471,866,221
"De 40 a 44 años (047)",1435,,,,80,592,572,191
