"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LUCANAS (000)",49226,7286,8168,8710,7661,5824,11577
"Católica (001)",45010,6706,7457,8025,7012,5347,10463
"Cristiana/Evangélica (002)",3301,456,480,514,501,384,966
"Otra (003)",405,41,73,70,81,53,87
"Ninguna (004)",510,83,158,101,67,40,61
"Hombres (006)",25279,3792,4297,4555,3973,3000,5662
"Católica (007)",23208,3499,3935,4210,3655,2774,5135
"Cristiana/Evangélica (008)",1505,217,208,242,225,169,444
"Otra (009)",230,21,48,39,43,32,47
"Ninguna (010)",336,55,106,64,50,25,36
"Mujeres (012)",23947,3494,3871,4155,3688,2824,5915
"Católica (013)",21802,3207,3522,3815,3357,2573,5328
"Cristiana/Evangélica (014)",1796,239,272,272,276,215,522
"Otra (015)",175,20,25,31,38,21,40
"Ninguna (016)",174,28,52,37,17,15,25
,,,,,,,
"URBANA (018)",29268,4634,4830,5113,4647,3360,6684
"Católica (019)",27128,4303,4473,4766,4306,3145,6135
"Cristiana/Evangélica (020)",1653,265,240,262,261,166,459
"Otra (021)",218,23,37,31,43,31,53
"Ninguna (022)",269,43,80,54,37,18,37
"Hombres (024)",14433,2405,2439,2492,2292,1681,3124
"Católica (025)",13405,2236,2263,2322,2127,1571,2886
"Cristiana/Evangélica (026)",724,125,97,120,111,79,192
"Otra (027)",117,11,25,14,24,17,26
"Ninguna (028)",187,33,54,36,30,14,20
"Mujeres (030)",14835,2229,2391,2621,2355,1679,3560
"Católica (031)",13723,2067,2210,2444,2179,1574,3249
"Cristiana/Evangélica (032)",929,140,143,142,150,87,267
"Otra (033)",101,12,12,17,19,14,27
"Ninguna (034)",82,10,26,18,7,4,17
,,,,,,,
"RURAL (036)",19958,2652,3338,3597,3014,2464,4893
"Católica (037)",17882,2403,2984,3259,2706,2202,4328
"Cristiana/Evangélica (038)",1648,191,240,252,240,218,507
"Otra (039)",187,18,36,39,38,22,34
"Ninguna (040)",241,40,78,47,30,22,24
"Hombres (042)",10846,1387,1858,2063,1681,1319,2538
"Católica (043)",9803,1263,1672,1888,1528,1203,2249
"Cristiana/Evangélica (044)",781,92,111,122,114,90,252
"Otra (045)",113,10,23,25,19,15,21
"Ninguna (046)",149,22,52,28,20,11,16
"Mujeres (048)",9112,1265,1480,1534,1333,1145,2355
"Católica (049)",8079,1140,1312,1371,1178,999,2079
"Cristiana/Evangélica (050)",867,99,129,130,126,128,255
"Otra (051)",74,8,13,14,19,7,13
"Ninguna (052)",92,18,26,19,10,11,8
