"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANGALLO (000)",30041,17947,1581,437,10099
"Hombres (001)",14282,8021,831,265,5174
"Mujeres (002)",15759,9926,750,172,4925
"PEA (003)",9924,4587,785,210,4353
"Hombres (004)",6477,2800,479,163,3041
"Mujeres (005)",3447,1787,306,47,1312
"Ocupada (006)",9509,4395,768,206,4151
"Hombres (007)",6127,2637,466,159,2871
"Mujeres (008)",3382,1758,302,47,1280
"Desocupada (009)",415,192,17,4,202
"Hombres (010)",350,163,13,4,170
"Mujeres (011)",65,29,4,,32
"No PEA (012)",20117,13360,796,227,5746
"Hombres (013)",7805,5221,352,102,2133
"Mujeres (014)",12312,8139,444,125,3613
,,,,,
"URBANA (018)",10545,5172,1223,179,3987
"Hombres (019)",5063,2304,617,108,2041
"Mujeres (020)",5482,2868,606,71,1946
"PEA (021)",3734,1233,630,94,1787
"Hombres (022)",2413,783,358,66,1211
"Mujeres (023)",1321,450,272,28,576
"Ocupada (024)",3608,1188,623,94,1713
"Hombres (025)",2319,748,354,66,1156
"Mujeres (026)",1289,440,269,28,557
"Desocupada (027)",126,45,7,,74
"Hombres (028)",94,35,4,,55
"Mujeres (029)",32,10,3,,19
"No PEA (030)",6811,3939,593,85,2200
"Hombres (031)",2650,1521,259,42,830
"Mujeres (032)",4161,2418,334,43,1370
,,,,,
"RURAL (036)",19496,12775,358,258,6112
"Hombres (037)",9219,5717,214,157,3133
"Mujeres (038)",10277,7058,144,101,2979
"PEA (039)",6190,3354,155,116,2566
"Hombres (040)",4064,2017,121,97,1830
"Mujeres (041)",2126,1337,34,19,736
"Ocupada (042)",5901,3207,145,112,2438
"Hombres (043)",3808,1889,112,93,1715
"Mujeres (044)",2093,1318,33,19,723
"Desocupada (045)",289,147,10,4,128
"Hombres (046)",256,128,9,4,115
"Mujeres (047)",33,19,1,,13
"No PEA (048)",13306,9421,203,142,3546
"Hombres (049)",5155,3700,93,60,1303
"Mujeres (050)",8151,5721,110,82,2243
