"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia VILCAS HUAMAN (000)",242,93,149
"De 14 a 29 años (001)",113,57,56
"De 30 a 44 años (002)",73,30,43
"De 45 a 64 años (003)",41,6,35
"De 65 y más años (004)",15,,15
"Hombres (005)",188,67,121
"De 14 a 29 años (006)",80,38,42
"De 30 a 44 años (007)",57,23,34
"De 45 a 64 años (008)",37,6,31
"De 65 y más años (009)",14,,14
"Mujeres (010)",54,26,28
"De 14 a 29 años (011)",33,19,14
"De 30 a 44 años (012)",16,7,9
"De 45 a 64 años (013)",4,,4
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",78,29,49
"De 14 a 29 años (016)",45,21,24
"De 30 a 44 años (017)",19,7,12
"De 45 a 64 años (018)",11,1,10
"De 65 y más años (019)",3,,3
"Hombres (020)",47,19,28
"De 14 a 29 años (021)",29,14,15
"De 30 a 44 años (022)",9,4,5
"De 45 a 64 años (023)",7,1,6
"De 65 y más años (024)",2,,2
"Mujeres (025)",31,10,21
"De 14 a 29 años (026)",16,7,9
"De 30 a 44 años (027)",10,3,7
"De 45 a 64 años (028)",4,,4
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",164,64,100
"De 14 a 29 años (031)",68,36,32
"De 30 a 44 años (032)",54,23,31
"De 45 a 64 años (033)",30,5,25
"De 65 y más años (034)",12,,12
"Hombres (035)",141,48,93
"De 14 a 29 años (036)",51,24,27
"De 30 a 44 años (037)",48,19,29
"De 45 a 64 años (038)",30,5,25
"De 65 y más años (039)",12,,12
"Mujeres (040)",23,16,7
"De 14 a 29 años (041)",17,12,5
"De 30 a 44 años (042)",6,4,2
