"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",26389,5448,2939,580,17443
"Menos de 1 año (001)",493,294,40,5,154
"De 1 a 14 años (002)",8131,3627,834,153,3520
"De 15 a 29 años (003)",6551,810,414,77,5252
"De 30 a 44 años (004)",5194,297,735,132,4035
"De 45 a 64 años (005)",3939,213,645,133,2954
"De 65 y mas años (006)",2081,207,271,80,1528
"Hombres (008)",13903,2663,1437,307,9512
"Menos de 1 año (009)",255,151,19,3,82
"De 1 a 14 años (010)",4175,1879,418,76,1803
"De 15 a 29 años (011)",3559,349,196,40,2976
"De 30 a 44 años (012)",2765,120,315,73,2260
"De 45 a 64 años (013)",2146,88,353,70,1641
"De 65 y mas años (014)",1003,76,136,45,750
"Mujeres (016)",12486,2785,1502,273,7931
"Menos de 1 año (017)",238,143,21,2,72
"De 1 a 14 años (018)",3956,1748,416,77,1717
"De 15 a 29 años (019)",2992,461,218,37,2276
"De 30 a 44 años (020)",2429,177,420,59,1775
"De 45 a 64 años (021)",1793,125,292,63,1313
"De 65 y mas años (022)",1078,131,135,35,778
,,,,,
"URBANA (024)",8593,1772,2035,329,4466
"Menos de 1 año (025)",146,90,26,2,28
"De 1 a 14 años (026)",2428,1042,597,75,714
"De 15 a 29 años (027)",1971,317,272,47,1336
"De 30 a 44 años (028)",1874,125,522,84,1146
"De 45 a 64 años (029)",1429,101,448,73,809
"De 65 y mas años (030)",745,97,170,48,433
"Hombres (032)",4349,827,989,175,2364
"Menos de 1 año (033)",73,41,13,1,18
"De 1 a 14 años (034)",1243,529,309,36,369
"De 15 a 29 años (035)",989,135,128,25,702
"De 30 a 44 años (036)",930,41,216,50,624
"De 45 a 64 años (037)",768,45,241,38,446
"De 65 y mas años (038)",346,36,82,25,205
"Mujeres (040)",4244,945,1046,154,2102
"Menos de 1 año (041)",73,49,13,1,10
"De 1 a 14 años (042)",1185,513,288,39,345
"De 15 a 29 años (043)",982,182,144,22,634
"De 30 a 44 años (044)",944,84,306,34,522
"De 45 a 64 años (045)",661,56,207,35,363
"De 65 y mas años (046)",399,61,88,23,228
,,,,,
"RURAL (048)",17796,3676,904,251,12977
"Menos de 1 año (049)",347,204,14,3,126
"De 1 a 14 años (050)",5703,2585,237,78,2806
"De 15 a 29 años (051)",4580,493,142,30,3916
"De 30 a 44 años (052)",3320,172,213,48,2889
"De 45 a 64 años (053)",2510,112,197,60,2145
"De 65 y mas años (054)",1336,110,101,32,1095
"Hombres (056)",9554,1836,448,132,7148
"Menos de 1 año (057)",182,110,6,2,64
"De 1 a 14 años (058)",2932,1350,109,40,1434
"De 15 a 29 años (059)",2570,214,68,15,2274
"De 30 a 44 años (060)",1835,79,99,23,1636
"De 45 a 64 años (061)",1378,43,112,32,1195
"De 65 y mas años (062)",657,40,54,20,545
"Mujeres (064)",8242,1840,456,119,5829
"Menos de 1 año (065)",165,94,8,1,62
"De 1 a 14 años (066)",2771,1235,128,38,1372
"De 15 a 29 años (067)",2010,279,74,15,1642
"De 30 a 44 años (068)",1485,93,114,25,1253
"De 45 a 64 años (069)",1132,69,85,28,950
"De 65 y mas años (070)",679,70,47,12,550
