"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",154514,2412,53225,58106,35534,5237
"Empleado (001)",61658,401,23567,24052,12850,788
"Obrero (002)",14278,177,5546,5018,3098,439
"Trabajador independiente (003)",62667,440,17313,24772,16808,3334
"Empleador o patrono (004)",4186,6,1027,1755,1185,213
"Trabajador familiar no remunerado (005)",6720,901,2529,1741,1174,375
"Trabajador del hogar (006)",5005,487,3243,768,419,88
"Hombres (008)",85755,1277,28888,32028,20340,3222
"Empleado (009)",32533,234,11601,12699,7427,572
"Obrero (010)",12829,151,4876,4521,2876,405
"Trabajador independiente (011)",34969,307,10428,13286,9001,1947
"Empleador o patrono (012)",2589,3,649,1082,718,137
"Trabajador familiar no remunerado (013)",2473,506,1131,407,279,150
"Trabajador del hogar (014)",362,76,203,33,39,11
"Mujeres (016)",68759,1135,24337,26078,15194,2015
"Empleado (017)",29125,167,11966,11353,5423,216
"Obrero (018)",1449,26,670,497,222,34
"Trabajador independiente (019)",27698,133,6885,11486,7807,1387
"Empleador o patrono (020)",1597,3,378,673,467,76
"Trabajador familiar no remunerado (021)",4247,395,1398,1334,895,225
"Trabajador del hogar (022)",4643,411,3040,735,380,77
,,,,,,
"URBANA (024)",149075,2260,51528,56042,34345,4900
"Empleado (025)",61093,394,23301,23837,12779,782
"Obrero (026)",13380,165,5186,4687,2932,410
"Trabajador independiente (027)",59525,419,16576,23452,15998,3080
"Empleador o patrono (028)",4092,6,1006,1722,1150,208
"Trabajador familiar no remunerado (029)",6054,796,2260,1593,1072,333
"Trabajador del hogar (030)",4931,480,3199,751,414,87
"Hombres (032)",81917,1186,27717,30549,19472,2993
"Empleado (033)",32189,228,11459,12559,7375,568
"Obrero (034)",11999,142,4545,4208,2722,382
"Trabajador independiente (035)",32676,293,9904,12327,8394,1758
"Empleador o patrono (036)",2519,3,633,1057,691,135
"Trabajador familiar no remunerado (037)",2181,446,979,366,251,139
"Trabajador del hogar (038)",353,74,197,32,39,11
"Mujeres (040)",67158,1074,23811,25493,14873,1907
"Empleado (041)",28904,166,11842,11278,5404,214
"Obrero (042)",1381,23,641,479,210,28
"Trabajador independiente (043)",26849,126,6672,11125,7604,1322
"Empleador o patrono (044)",1573,3,373,665,459,73
"Trabajador familiar no remunerado (045)",3873,350,1281,1227,821,194
"Trabajador del hogar (046)",4578,406,3002,719,375,76
,,,,,,
"RURAL (048)",5439,152,1697,2064,1189,337
"Empleado (049)",565,7,266,215,71,6
"Obrero (050)",898,12,360,331,166,29
"Trabajador independiente (051)",3142,21,737,1320,810,254
"Empleador o patrono (052)",94,,21,33,35,5
"Trabajador familiar no remunerado (053)",666,105,269,148,102,42
"Trabajador del hogar (054)",74,7,44,17,5,1
"Hombres (056)",3838,91,1171,1479,868,229
"Empleado (057)",344,6,142,140,52,4
"Obrero (058)",830,9,331,313,154,23
"Trabajador independiente (059)",2293,14,524,959,607,189
"Empleador o patrono (060)",70,,16,25,27,2
"Trabajador familiar no remunerado (061)",292,60,152,41,28,11
"Trabajador del hogar (062)",9,2,6,1,,
"Mujeres (064)",1601,61,526,585,321,108
"Empleado (065)",221,1,124,75,19,2
"Obrero (066)",68,3,29,18,12,6
"Trabajador independiente (067)",849,7,213,361,203,65
"Empleador o patrono (068)",24,,5,8,8,3
"Trabajador familiar no remunerado (069)",374,45,117,107,74,31
"Trabajador del hogar (070)",65,5,38,16,5,1
