"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AYABACA (000)",31907,30758,116,4477,4568,4309,7173,5346,3287,1482,1149,136798
"De 12 a 14 años (001)",50,21,,19,2,,,,,,29,23
"De 15 a 19 años (002)",1089,989,13,771,178,26,1,,,,100,1209
"De 20 a 24 años (003)",3291,2967,12,1362,992,442,145,14,,,324,5363
"De 25 a 29 años (004)",3775,3533,11,795,1006,884,757,77,3,,242,9223
"De 30 a 34 años (005)",3695,3573,9,435,709,786,1162,401,68,3,122,12478
"De 35 a 39 años (006)",3677,3601,5,273,487,629,1159,760,251,37,76,15686
"De 40 a 44 años (007)",3203,3154,4,189,297,426,924,728,424,162,49,16181
"De 45 a 49 años (008)",2778,2731,4,137,222,281,697,703,473,214,47,15411
"De 50 y más años (009)",10349,10189,58,496,675,835,2328,2663,2068,1066,160,61224
"PEA (010)",3940,3662,9,728,728,605,788,464,230,110,278,13599
"De 12 a 14 años (011)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (012)",55,50,,44,6,,,,,,5,56
"De 20 a 24 años (013)",346,266,2,161,67,28,6,2,,,80,416
"De 25 a 29 años (014)",470,399,1,163,119,71,40,5,,,71,817
"De 30 a 34 años (015)",514,470,1,136,141,84,89,15,4,,44,1186
"De 35 a 39 años (016)",601,579,1,85,145,139,126,61,18,4,22,1925
"De 40 a 44 años (017)",480,466,,49,80,101,134,62,26,14,14,1856
"De 45 a 49 años (018)",423,405,,23,57,71,132,85,30,7,18,1816
"De 50 y más años (019)",1047,1026,4,66,113,111,261,234,152,85,21,5526
"Ocupada (020)",3827,3572,8,689,711,597,775,458,226,108,255,13350
"De 12 a 14 años (021)",4,1,,1,,,,,,,3,1
