"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAÑETE (000)",2960,587,2373
"Sin nivel (001)",64,5,59
"Primaria (003)",485,60,425
"Secundaria (004)",1477,298,1179
"Superior no univ. incompleta (005)",243,65,178
"Superior no univ. completa (006)",351,78,273
"Superior univ. incompleta (007)",124,28,96
"Superior univ. completa (008)",216,53,163
"Hombres (010)",1973,322,1651
"Sin nivel (011)",33,2,31
"Primaria (013)",355,41,314
"Secundaria (014)",1066,179,887
"Superior no univ. incompleta (015)",150,33,117
"Superior no univ. completa (016)",186,28,158
"Superior univ. incompleta (017)",72,17,55
"Superior univ. completa (018)",111,22,89
"Mujeres (020)",987,265,722
"Sin nivel (021)",31,3,28
"Primaria (023)",130,19,111
"Secundaria (024)",411,119,292
"Superior no univ. incompleta (025)",93,32,61
"Superior no univ. completa (026)",165,50,115
"Superior univ. incompleta (027)",52,11,41
"Superior univ. completa (028)",105,31,74
,,,
"AREA URBANA (030)",2644,529,2115
"Sin nivel (031)",54,4,50
"Primaria (033)",415,52,363
"Secundaria (034)",1309,268,1041
"Superior no univ. incompleta (035)",227,63,164
"Superior no univ. completa (036)",317,66,251
"Superior univ. incompleta (037)",119,27,92
"Superior univ. completa (038)",203,49,154
"Hombres (040)",1759,291,1468
"Sin nivel (041)",27,1,26
"Primaria (043)",301,35,266
"Secundaria (044)",942,161,781
"Superior no univ. incompleta (045)",141,32,109
"Superior no univ. completa (046)",170,24,146
"Superior univ. incompleta (047)",70,17,53
"Superior univ. completa (048)",108,21,87
"Mujeres (050)",885,238,647
"Sin nivel (051)",27,3,24
"Primaria (053)",114,17,97
"Secundaria (054)",367,107,260
"Superior no univ. incompleta (055)",86,31,55
"Superior no univ. completa (056)",147,42,105
"Superior univ. incompleta (057)",49,10,39
"Superior univ. completa (058)",95,28,67
,,,
"AREA RURAL (060)",316,58,258
"Sin nivel (061)",10,1,9
"Primaria (063)",70,8,62
"Secundaria (064)",168,30,138
"Superior no univ. incompleta (065)",16,2,14
"Superior no univ. completa (066)",34,12,22
"Superior univ. incompleta (067)",5,1,4
"Superior univ. completa (068)",13,4,9
"Hombres (070)",214,31,183
"Sin nivel (071)",6,1,5
"Primaria (073)",54,6,48
"Secundaria (074)",124,18,106
"Superior no univ. incompleta (075)",9,1,8
"Superior no univ. completa (076)",16,4,12
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",102,27,75
"Sin nivel (081)",4,,4
"Primaria (083)",16,2,14
"Secundaria (084)",44,12,32
"Superior no univ. incompleta (085)",7,1,6
"Superior no univ. completa (086)",18,8,10
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",10,3,7
