"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAÑETE (000)",76056,178910,166119,,3440,92.9,1.9
"De 12 a 14 años (001)",6163,31,31,,7,100,22.6
"De 15 a 19 años (002)",9846,1375,1356,399,98.6,29,
"De 20 a 24 años (003)",9042,6671,6584,932,98.7,14,
"De 25 a 29 años (004)",8310,11588,11402,817,98.4,7.1,
"De 30 a 34 años (005)",7764,16103,15758,694,97.9,4.3,
"De 35 a 39 años (006)",7025,19220,18676,384,97.2,2,
"De 40 a 44 años (007)",6111,19612,18814,177,95.9,0.9,
"De 45 a 49 años (008)",4869,17907,16921,29,94.5,0.2,
"De 50 y más años (009)",16926,86403,76577,1,88.6,,
"PEA (010)",30538,72683,68515,977,94.3,1.3,
"De 12 a 14 años (011)",258,5,5,2,100,40,
"De 15 a 19 años (012)",2115,349,344,70,98.6,20.1,
"De 20 a 24 años (013)",3806,2326,2286,196,98.3,8.4,
"De 25 a 29 años (014)",4098,4843,4775,223,98.6,4.6,
"De 30 a 34 años (015)",4198,7873,7695,248,97.7,3.2,
"De 35 a 39 años (016)",4033,10455,10152,158,97.1,1.5,
"De 40 a 44 años (017)",3578,11094,10630,67,95.8,0.6,
"De 45 a 49 años (018)",2787,9807,9242,13,94.2,0.1,
"De 50 y más años (019)",5665,25931,23386,,90.2,,
"Ocupada (020)",29541,71255,67188,936,94.3,1.3,
"De 12 a 14 años (021)",247,5,5,2,100,40,
"De 15 a 19 años (022)",1968,326,322,63,98.8,19.3,
"De 20 a 24 años (023)",3548,2202,2163,182,98.2,8.3,
"De 25 a 29 años (024)",3929,4688,4627,217,98.7,4.6,
"De 30 a 34 años (025)",4085,7719,7541,243,97.7,3.1,
"De 35 a 39 años (026)",3947,10261,9961,151,97.1,1.5,
"De 40 a 44 años (027)",3491,10865,10409,65,95.8,0.6,
"De 45 a 49 años (028)",2741,9661,9103,13,94.2,0.1,
"De 50 y más años (029)",5585,25528,23057,,90.3,,
"Desocupada (030)",997,1428,1327,41,92.9,2.9,
"De 12 a 14 años (031)",11,,,,,,
"De 15 a 19 años (032)",147,23,22,7,95.7,30.4,
"De 20 a 24 años (033)",258,124,123,14,99.2,11.3,
"De 25 a 29 años (034)",169,155,148,6,95.5,3.9,
"De 30 a 34 años (035)",113,154,154,5,100,3.2,
