"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TARATA (000)",7461,267,591,669,647,1204,1063,2026,994
"Sabe leer y escribir (001)",6591,,436,663,644,1194,1045,1877,732
"No sabe leer y escribir (002)",870,267,155,6,3,10,18,149,262
"Hombres (004)",3845,140,305,345,346,609,565,1056,479
"Sabe leer y escribir (005)",3538,,226,343,344,607,564,1026,428
"No sabe leer y escribir (006)",307,140,79,2,2,2,1,30,51
"Mujeres (008)",3616,127,286,324,301,595,498,970,515
"Sabe leer y escribir (009)",3053,,210,320,300,587,481,851,304
"No sabe leer y escribir (010)",563,127,76,4,1,8,17,119,211
,,,,,,,,,
"URBANA (012)",5808,209,451,534,506,942,821,1576,769
"Sabe leer y escribir (013)",5185,,345,528,504,934,810,1468,596
"No sabe leer y escribir (014)",623,209,106,6,2,8,11,108,173
"Hombres (016)",2968,106,230,275,274,479,423,812,369
"Sabe leer y escribir (017)",2746,,177,273,273,477,423,789,334
"No sabe leer y escribir (018)",222,106,53,2,1,2,,23,35
"Mujeres (020)",2840,103,221,259,232,463,398,764,400
"Sabe leer y escribir (021)",2439,,168,255,231,457,387,679,262
"No sabe leer y escribir (022)",401,103,53,4,1,6,11,85,138
,,,,,,,,,
"RURAL (024)",1653,58,140,135,141,262,242,450,225
"Sabe leer y escribir (025)",1406,,91,135,140,260,235,409,136
"No sabe leer y escribir (026)",247,58,49,,1,2,7,41,89
"Hombres (028)",877,34,75,70,72,130,142,244,110
"Sabe leer y escribir (029)",792,,49,70,71,130,141,237,94
"No sabe leer y escribir (030)",85,34,26,,1,,1,7,16
"Mujeres (032)",776,24,65,65,69,132,100,206,115
"Sabe leer y escribir (033)",614,,42,65,69,130,94,172,42
"No sabe leer y escribir (034)",162,24,23,,,2,6,34,73
