"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",1228,39,581,342,182,84
"Conviviente (001)",394,1,116,169,77,31
"Separado(a) (002)",30,,11,10,6,3
"Casado(a) (003)",231,1,29,87,78,36
"Viudo(a) (004)",15,,,1,6,8
"Divorciado(a) (005)",3,,,1,1,1
"Soltero(a) (006)",555,37,425,74,14,5
"Hombres (008)",1000,22,445,289,168,76
"Conviviente (009)",361,1,103,157,72,28
"Separado(a) (010)",15,,6,3,4,2
"Casado(a) (011)",217,1,26,81,75,34
"Viudo(a) (012)",14,,,1,5,8
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",392,20,310,46,12,4
"Mujeres (016)",228,17,136,53,14,8
"Conviviente (017)",33,,13,12,5,3
"Separado(a) (018)",15,,5,7,2,1
"Casado(a) (019)",14,,3,6,3,2
"Viudo(a) (020)",1,,,,1,
"Divorciado(a) (021)",2,,,,1,1
"Soltero(a) (022)",163,17,115,28,2,1
,,,,,,
"AREA URBANA (024)",190,5,89,62,25,9
"Conviviente (025)",63,1,17,35,8,2
"Separado(a) (026)",9,,1,4,3,1
"Casado(a) (027)",29,,1,12,12,4
"Viudo(a) (028)",2,,,,,2
"Soltero(a) (030)",87,4,70,11,2,
"Hombres (032)",147,3,70,45,22,7
"Conviviente (033)",52,1,13,29,7,2
"Separado(a) (034)",4,,,2,2,
"Casado(a) (035)",22,,1,7,11,3
"Viudo(a) (036)",2,,,,,2
"Soltero(a) (038)",67,2,56,7,2,
"Mujeres (040)",43,2,19,17,3,2
"Conviviente (041)",11,,4,6,1,
"Separado(a) (042)",5,,1,2,1,1
"Casado(a) (043)",7,,,5,1,1
"Soltero(a) (046)",20,2,14,4,,
,,,,,,
"AREA RURAL (048)",1038,34,492,280,157,75
"Conviviente (049)",331,,99,134,69,29
"Separado(a) (050)",21,,10,6,3,2
"Casado(a) (051)",202,1,28,75,66,32
"Viudo(a) (052)",13,,,1,6,6
"Divorciado(a) (053)",3,,,1,1,1
"Soltero(a) (054)",468,33,355,63,12,5
"Hombres (056)",853,19,375,244,146,69
"Conviviente (057)",309,,90,128,65,26
"Separado(a) (058)",11,,6,1,2,2
"Casado(a) (059)",195,1,25,74,64,31
"Viudo(a) (060)",12,,,1,5,6
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",325,18,254,39,10,4
"Mujeres (064)",185,15,117,36,11,6
"Conviviente (065)",22,,9,6,4,3
"Separado(a) (066)",10,,4,5,1,
"Casado(a) (067)",7,,3,1,2,1
"Viudo(a) (068)",1,,,,1,
"Divorciado(a) (069)",2,,,,1,1
"Soltero(a) (070)",143,15,101,24,2,1
