"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,
"Viviendas particulares (001)",3207,2657,525,9,1,10,1,4
"Ocupantes presentes (002)",10758,8864,1811,20,15,23,5,20
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",2938,2463,455,9,1,5,1,4
"Ocupantes presentes (005)",9851,8178,1602,20,15,11,5,20
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",9,,9,,,,,
"Ocupantes presentes (011)",37,,37,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",99,36,59,,,4,,
"Ocupantes presentes (014)",298,119,169,,,10,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",157,157,,,,,,
"Ocupantes presentes (017)",562,562,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,,2,,,1,,
"Ocupantes presentes (023)",5,,3,,,2,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2137,1632,481,9,,10,1,4
"Ocupantes presentes (029)",7318,5587,1663,20,,23,5,20
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2026,1595,412,9,,5,1,4
"Ocupantes presentes (032)",6974,5463,1455,20,,11,5,20
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",9,,9,,,,,
"Ocupantes presentes (038)",37,,37,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",99,36,59,,,4,,
"Ocupantes presentes (041)",298,119,169,,,10,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,,1,,,1,,
"Ocupantes presentes (050)",4,,2,,,2,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1070,1025,44,,1,,,
"Ocupantes presentes (056)",3440,3277,148,,15,,,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",912,868,43,,1,,,
"Ocupantes presentes (059)",2877,2715,147,,15,,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",157,157,,,,,,
"Ocupantes presentes (071)",562,562,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,
"Ocupantes presentes (077)",1,,1,,,,,
"Otro tipo",,,,,,,,
