"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CAJABAMBA (000)",41184,38201,2983
"Hombres (001)",19687,18613,1074
"Mujeres (002)",21497,19588,1909
"De 18 a 29 años (003)",13283,12344,939
"Hombres (004)",6500,6048,452
"Mujeres (005)",6783,6296,487
"De 30 a 44 años (006)",12632,12240,392
"Hombres (007)",6068,5926,142
"Mujeres (008)",6564,6314,250
"De 45 a 64 años (009)",9855,9301,554
"Hombres (010)",4611,4460,151
"Mujeres (011)",5244,4841,403
"De 65 y más años (012)",5414,4316,1098
"Hombres (013)",2508,2179,329
"Mujeres (014)",2906,2137,769
,,,
"URBANA (015)",11006,10654,352
"Hombres (016)",4973,4856,117
"Mujeres (017)",6033,5798,235
"De 18 a 29 años (018)",3521,3379,142
"Hombres (019)",1647,1583,64
"Mujeres (020)",1874,1796,78
"De 30 a 44 años (021)",3522,3491,31
"Hombres (022)",1581,1570,11
"Mujeres (023)",1941,1921,20
"De 45 a 64 años (024)",2643,2586,57
"Hombres (025)",1182,1165,17
"Mujeres (026)",1461,1421,40
"De 65 y más años (027)",1320,1198,122
"Hombres (028)",563,538,25
"Mujeres (029)",757,660,97
,,,
"RURAL (030)",30178,27547,2631
"Hombres (031)",14714,13757,957
"Mujeres (032)",15464,13790,1674
"De 18 a 29 años (033)",9762,8965,797
"Hombres (034)",4853,4465,388
"Mujeres (035)",4909,4500,409
"De 30 a 44 años (036)",9110,8749,361
"Hombres (037)",4487,4356,131
"Mujeres (038)",4623,4393,230
"De 45 a 64 años (039)",7212,6715,497
"Hombres (040)",3429,3295,134
"Mujeres (041)",3783,3420,363
"De 65 y más años (042)",4094,3118,976
"Hombres (043)",1945,1641,304
"Mujeres (044)",2149,1477,672
