"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OXAPAMPA (000)",57884,8300,5730,1949,42037
"Conviviente (001)",20627,1998,1424,448,16774
"Separado(a) (002)",1948,144,189,61,1559
"Casado(a) (003)",12295,673,2212,630,8814
"Viudo(a) (004)",1687,77,145,48,1418
"Divorciado(a) (005)",301,10,46,14,232
"Soltero(a) (006)",21026,5398,1714,748,13240
"Hombres (008)",31011,3810,2906,1308,23089
"Conviviente (009)",10312,679,732,290,8622
"Separado(a) (010)",760,28,67,35,633
"Casado(a) (011)",6278,281,1127,397,4495
"Viudo(a) (012)",617,24,42,29,523
"Divorciado(a) (013)",162,4,21,8,130
"Soltero(a) (014)",12882,2794,917,549,8686
"Mujeres (016)",26873,4490,2824,641,18948
"Conviviente (017)",10315,1319,692,158,8152
"Separado(a) (018)",1188,116,122,26,926
"Casado(a) (019)",6017,392,1085,233,4319
"Viudo(a) (020)",1070,53,103,19,895
"Divorciado(a) (021)",139,6,25,6,102
"Soltero(a) (022)",8144,2604,797,199,4554
,,,,,
"URBANA (024)",23355,2525,3903,1223,15813
"Conviviente (025)",7199,485,882,234,5610
"Separado(a) (026)",957,78,133,42,708
"Casado(a) (027)",5466,246,1554,389,3305
"Viudo(a) (028)",633,34,103,25,472
"Divorciado(a) (029)",144,1,32,8,104
"Soltero(a) (030)",8956,1681,1199,525,5614
"Hombres (032)",12204,1050,1961,879,8402
"Conviviente (033)",3673,134,458,172,2917
"Separado(a) (034)",315,11,48,27,231
"Casado(a) (035)",2832,106,785,257,1703
"Viudo(a) (036)",203,9,33,15,147
"Divorciado(a) (037)",63,,11,4,49
"Soltero(a) (038)",5118,790,626,404,3355
"Mujeres (040)",11151,1475,1942,344,7411
"Conviviente (041)",3526,351,424,62,2693
"Separado(a) (042)",642,67,85,15,477
"Casado(a) (043)",2634,140,769,132,1602
"Viudo(a) (044)",430,25,70,10,325
"Divorciado(a) (045)",81,1,21,4,55
"Soltero(a) (046)",3838,891,573,121,2259
,,,,,
"RURAL (048)",34529,5775,1827,726,26224
"Conviviente (049)",13428,1513,542,214,11164
"Separado(a) (050)",991,66,56,19,851
"Casado(a) (051)",6829,427,658,241,5509
"Viudo(a) (052)",1054,43,42,23,946
"Divorciado(a) (053)",157,9,14,6,128
"Soltero(a) (054)",12070,3717,515,223,7626
"Hombres (056)",18807,2760,945,429,14687
"Conviviente (057)",6639,545,274,118,5705
"Separado(a) (058)",445,17,19,8,402
"Casado(a) (059)",3446,175,342,140,2792
"Viudo(a) (060)",414,15,9,14,376
"Divorciado(a) (061)",99,4,10,4,81
"Soltero(a) (062)",7764,2004,291,145,5331
"Mujeres (064)",15722,3015,882,297,11537
"Conviviente (065)",6789,968,268,96,5459
"Separado(a) (066)",546,49,37,11,449
"Casado(a) (067)",3383,252,316,101,2717
"Viudo(a) (068)",640,28,33,9,570
"Divorciado(a) (069)",58,5,4,2,47
"Soltero(a) (070)",4306,1713,224,78,2295
