"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LAMBAYEQUE (000)",189515,31860,38261,36040,29434,22934,30986
"Católica (001)",169022,28653,34319,32162,26140,20418,27330
"Cristiana/Evangélica (002)",16228,2545,2895,2977,2646,2055,3110
"Otra (003)",2146,313,443,420,358,280,332
"Ninguna (004)",2119,349,604,481,290,181,214
"Hombres (006)",93298,16268,19270,17014,13840,11158,15748
"Católica (007)",83880,14711,17336,15305,12440,10079,14009
"Cristiana/Evangélica (008)",7145,1223,1322,1241,1083,862,1414
"Otra (009)",998,157,220,180,149,118,174
"Ninguna (010)",1275,177,392,288,168,99,151
"Mujeres (012)",96217,15592,18991,19026,15594,11776,15238
"Católica (013)",85142,13942,16983,16857,13700,10339,13321
"Cristiana/Evangélica (014)",9083,1322,1573,1736,1563,1193,1696
"Otra (015)",1148,156,223,240,209,162,158
"Ninguna (016)",844,172,212,193,122,82,63
,,,,,,,
"URBANA (018)",94975,14447,19049,18326,15339,12228,15586
"Católica (019)",84067,12800,16762,16179,13525,10894,13907
"Cristiana/Evangélica (020)",8118,1242,1558,1563,1373,1027,1355
"Otra (021)",1631,257,349,305,275,214,231
"Ninguna (022)",1159,148,380,279,166,93,93
"Hombres (024)",45228,7235,9342,8409,6846,5801,7595
"Católica (025)",40198,6429,8178,7471,6079,5233,6808
"Cristiana/Evangélica (026)",3533,609,724,632,551,421,596
"Otra (027)",759,124,175,128,119,91,122
"Ninguna (028)",738,73,265,178,97,56,69
"Mujeres (030)",49747,7212,9707,9917,8493,6427,7991
"Católica (031)",43869,6371,8584,8708,7446,5661,7099
"Cristiana/Evangélica (032)",4585,633,834,931,822,606,759
"Otra (033)",872,133,174,177,156,123,109
"Ninguna (034)",421,75,115,101,69,37,24
,,,,,,,
"RURAL (036)",94540,17413,19212,17714,14095,10706,15400
"Católica (037)",84955,15853,17557,15983,12615,9524,13423
"Cristiana/Evangélica (038)",8110,1303,1337,1414,1273,1028,1755
"Otra (039)",515,56,94,115,83,66,101
"Ninguna (040)",960,201,224,202,124,88,121
"Hombres (042)",48070,9033,9928,8605,6994,5357,8153
"Católica (043)",43682,8282,9158,7834,6361,4846,7201
"Cristiana/Evangélica (044)",3612,614,598,609,532,441,818
"Otra (045)",239,33,45,52,30,27,52
"Ninguna (046)",537,104,127,110,71,43,82
"Mujeres (048)",46470,8380,9284,9109,7101,5349,7247
"Católica (049)",41273,7571,8399,8149,6254,4678,6222
"Cristiana/Evangélica (050)",4498,689,739,805,741,587,937
"Otra (051)",276,23,49,63,53,39,49
"Ninguna (052)",423,97,97,92,53,45,39
