"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL NIETO (000)",31645,17497,2675,3581,7892
"Empleado (001)",9832,2101,1105,1959,4667
"Obrero (002)",8628,2846,1057,1542,3183
"Trabajador independiente (003)",10077,9710,367,,
"Empleador o patrono (004)",487,384,42,34,27
"Trabajador familiar no remunerado (005)",2112,1947,104,46,15
"Trabajador del hogar (006)",509,509,,,
"De 06 a 14 años (008)",284,253,21,9,1
"Empleado (009)",30,22,7,1,
"Obrero (010)",24,15,5,3,1
"Trabajador independiente (011)",77,76,1,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",138,125,8,5,
"Trabajador del hogar (014)",14,14,,,
"De 15 a 29 años (016)",8760,4759,905,966,2130
"Empleado (017)",3008,953,382,470,1203
"Obrero (018)",2612,872,348,475,917
"Trabajador independiente (019)",2157,2033,124,,
"Empleador o patrono (020)",102,77,6,10,9
"Trabajador familiar no remunerado (021)",624,567,45,11,1
"Trabajador del hogar (022)",257,257,,,
"De 30 a 44 años (024)",12235,5873,1092,1729,3541
"Empleado (025)",4496,725,509,1047,2215
"Obrero (026)",3460,1075,409,663,1313
"Trabajador independiente (027)",3464,3328,136,,
"Empleador o patrono (028)",156,121,16,10,9
"Trabajador familiar no remunerado (029)",512,477,22,9,4
"Trabajador del hogar (030)",147,147,,,
"De 45 a 64 años (032)",8452,4940,599,815,2098
"Empleado (033)",2185,360,197,423,1205
"Obrero (034)",2227,702,271,369,885
"Trabajador independiente (035)",3235,3143,92,,
"Empleador o patrono (036)",169,134,17,11,7
"Trabajador familiar no remunerado (037)",560,525,22,12,1
"Trabajador del hogar (038)",76,76,,,
"De 65 y más años (040)",1914,1672,58,62,122
"Empleado (041)",113,41,10,18,44
"Obrero (042)",305,182,24,32,67
"Trabajador independiente (043)",1144,1130,14,,
"Empleador o patrono (044)",59,51,3,3,2
"Trabajador familiar no remunerado (045)",278,253,7,9,9
"Trabajador del hogar (046)",15,15,,,
,,,,,
"URBANA (048)",26327,14263,2467,3286,6311
"Empleado (049)",9240,2038,1068,1883,4251
"Obrero (050)",6640,2320,965,1335,2020
"Trabajador independiente (051)",8067,7744,323,,
"Empleador o patrono (052)",439,339,39,34,27
