"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHANCHAMAYO (000)",39735,94,471,1295,3460,8029,16611,9775
"De 12 a 14 años (001)",118,,,,,,13,105
"De 15 a 19 años (002)",1727,,,,,,1045,682
"De 20 a 24 años (003)",5074,,,,,31,3157,1886
"De 25 a 29 años (004)",5958,,,,,371,3986,1601
"De 30 a 34 años (005)",5335,,,,,983,3222,1130
"De 35 a 39 años (006)",5297,,,,67,1577,2714,939
"De 40 a 44 años (007)",4456,,,,276,1768,1664,748
"De 45 a 49 años (008)",3456,,,15,525,1643,695,578
"De 50 y más años (009)",8314,94,471,1280,2592,1656,115,2106
"PEA (010)",14431,8,81,356,1289,3507,5468,3722
"De 12 a 14 años (011)",10,,,,,,2,8
"De 15 a 19 años (012)",408,,,,,,243,165
"De 20 a 24 años (013)",1536,,,,,12,833,691
"De 25 a 29 años (014)",2020,,,,,135,1228,657
"De 30 a 34 años (015)",2150,,,,,447,1168,535
"De 35 a 39 años (016)",2293,,,,35,739,1079,440
"De 40 a 44 años (017)",2002,,,,143,860,638,361
"De 45 a 49 años (018)",1474,,,7,263,694,247,263
"De 50 y más años (019)",2538,8,81,349,848,620,30,602
"Ocupada (020)",14046,8,80,351,1278,3434,5305,3590
"De 12 a 14 años (021)",9,,,,,,2,7
"De 15 a 19 años (022)",387,,,,,,228,159
"De 20 a 24 años (023)",1444,,,,,12,786,646
"De 25 a 29 años (024)",1943,,,,,133,1184,626
"De 30 a 34 años (025)",2104,,,,,433,1150,521
"De 35 a 39 años (026)",2242,,,,35,723,1056,428
"De 40 a 44 años (027)",1965,,,,142,844,624,355
"De 45 a 49 años (028)",1449,,,7,261,676,245,260
"De 50 y más años (029)",2503,8,80,344,840,613,30,588
"Desocupada (030)",385,,1,5,11,73,163,132
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",21,,,,,,15,6
"De 20 a 24 años (033)",92,,,,,,47,45
"De 25 a 29 años (034)",77,,,,,2,44,31
"De 30 a 34 años (035)",46,,,,,14,18,14
"De 35 a 39 años (036)",51,,,,,16,23,12
"De 40 a 44 años (037)",37,,,,1,16,14,6
"De 45 a 49 años (038)",25,,,,2,18,2,3
"De 50 y más años (039)",35,,1,5,8,7,,14
"No PEA (040)",25304,86,390,939,2171,4522,11143,6053
"De 12 a 14 años (041)",108,,,,,,11,97
"De 15 a 19 años (042)",1319,,,,,,802,517
"De 20 a 24 años (043)",3538,,,,,19,2324,1195
"De 25 a 29 años (044)",3938,,,,,236,2758,944
"De 30 a 34 años (045)",3185,,,,,536,2054,595
