"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SANTA CRUZ",,,,,,,,,
"Viviendas particulares (001)",10846,624,523,84,6,1858,7464,187,100
"Ocupantes presentes (002)",43553,2448,2234,344,17,7548,29921,647,394
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10425,602,523,84,5,1752,7186,175,98
"Ocupantes presentes (005)",41928,2374,2234,344,13,7130,28844,600,389
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,5,,,,,,,
"Ocupantes presentes (008)",23,23,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,11,,,,,,,
"Ocupantes presentes (011)",40,40,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,1,,,,,4,,1
"Ocupantes presentes (014)",29,1,,,,,26,,2
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",390,,,,1,105,271,12,1
"Ocupantes presentes (017)",1512,,,,4,413,1045,47,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,4,,,,1,2,,
"Ocupantes presentes (023)",18,9,,,,5,4,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,1,,
"Ocupantes presentes (026)",2,,,,,,2,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2277,333,36,4,,59,1769,56,20
"Ocupantes presentes (029)",8890,1284,150,20,,261,6904,199,72
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2248,312,36,4,,58,1763,56,19
"Ocupantes presentes (032)",8781,1211,150,20,,256,6875,199,70
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,5,,,,,,,
"Ocupantes presentes (035)",23,23,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,11,,,,,,,
"Ocupantes presentes (038)",40,40,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,1,,,,,4,,1
"Ocupantes presentes (041)",29,1,,,,,26,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,3,,,,1,1,,
"Ocupantes presentes (050)",14,8,,,,5,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,1,,
"Ocupantes presentes (053)",2,,,,,,2,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8569,291,487,80,6,1799,5695,131,80
"Ocupantes presentes (056)",34663,1164,2084,324,17,7287,23017,448,322
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8177,290,487,80,5,1694,5423,119,79
"Ocupantes presentes (059)",33147,1163,2084,324,13,6874,21969,401,319
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",390,,,,1,105,271,12,1
"Ocupantes presentes (071)",1512,,,,4,413,1045,47,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,,,,,1,,
"Ocupantes presentes (077)",4,1,,,,,3,,
"Otro tipo",,,,,,,,,
