"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTABAMBA (000)",101,14,87
"De 14 a 29 años (001)",37,10,27
"De 30 a 44 años (002)",39,2,37
"De 45 a 64 años (003)",17,2,15
"De 65 y más años (004)",8,,8
"Hombres (005)",88,9,79
"De 14 a 29 años (006)",32,8,24
"De 30 a 44 años (007)",34,1,33
"De 45 a 64 años (008)",14,,14
"De 65 y más años (009)",8,,8
"Mujeres (010)",13,5,8
"De 14 a 29 años (011)",5,2,3
"De 30 a 44 años (012)",5,1,4
"De 45 a 64 años (013)",3,2,1
,,,
"AREA URBANA (015)",79,13,66
"De 14 a 29 años (016)",27,9,18
"De 30 a 44 años (017)",32,2,30
"De 45 a 64 años (018)",14,2,12
"De 65 y más años (019)",6,,6
"Hombres (020)",67,8,59
"De 14 a 29 años (021)",23,7,16
"De 30 a 44 años (022)",27,1,26
"De 45 a 64 años (023)",11,,11
"De 65 y más años (024)",6,,6
"Mujeres (025)",12,5,7
"De 14 a 29 años (026)",4,2,2
"De 30 a 44 años (027)",5,1,4
"De 45 a 64 años (028)",3,2,1
,,,
"AREA RURAL (030)",22,1,21
"De 14 a 29 años (031)",10,1,9
"De 30 a 44 años (032)",7,,7
"De 45 a 64 años (033)",3,,3
"De 65 y más años (034)",2,,2
"Hombres (035)",21,1,20
"De 14 a 29 años (036)",9,1,8
"De 30 a 44 años (037)",7,,7
"De 45 a 64 años (038)",3,,3
"De 65 y más años (039)",2,,2
"Mujeres (040)",1,,1
"De 14 a 29 años (041)",1,,1
