"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MANU (000)",10110,1838,3423,3718,329,522,280
"Conviviente (001)",4793,738,1465,2063,204,233,90
"Separado(a) (002)",454,92,148,177,11,7,19
"Casado(a) (003)",1359,261,282,649,64,76,27
"Viudo(a) (004)",185,26,50,91,8,6,4
"Divorciado(a) (005)",70,10,24,32,1,,3
"Soltero(a) (006)",3249,711,1454,706,41,200,137
"Hombres (008)",7247,949,3235,2492,241,270,60
"Conviviente (009)",3274,348,1354,1322,145,91,14
"Separado(a) (010)",276,35,141,90,7,3,
"Casado(a) (011)",964,172,253,461,50,21,7
"Viudo(a) (012)",121,16,42,54,6,2,1
"Divorciado(a) (013)",56,7,23,23,1,,2
"Soltero(a) (014)",2556,371,1422,542,32,153,36
"Mujeres (016)",2863,889,188,1226,88,252,220
"Conviviente (017)",1519,390,111,741,59,142,76
"Separado(a) (018)",178,57,7,87,4,4,19
"Casado(a) (019)",395,89,29,188,14,55,20
"Viudo(a) (020)",64,10,8,37,2,4,3
"Divorciado(a) (021)",14,3,1,9,,,1
"Soltero(a) (022)",693,340,32,164,9,47,101
,,,,,,,
"URBANA (024)",3186,870,568,1397,73,169,109
"Conviviente (025)",1483,333,256,751,44,70,29
"Separado(a) (026)",150,42,25,71,2,1,9
"Casado(a) (027)",563,141,74,290,14,35,9
"Viudo(a) (028)",54,8,8,33,2,2,1
"Divorciado(a) (029)",19,9,2,8,,,
"Soltero(a) (030)",917,337,203,244,11,61,61
"Hombres (032)",1962,453,522,848,47,74,18
"Conviviente (033)",878,168,231,424,25,26,4
"Separado(a) (034)",65,12,24,28,1,,
"Casado(a) (035)",365,94,63,188,11,8,1
"Viudo(a) (036)",33,4,6,19,2,1,1
"Divorciado(a) (037)",12,6,2,4,,,
"Soltero(a) (038)",609,169,196,185,8,39,12
"Mujeres (040)",1224,417,46,549,26,95,91
"Conviviente (041)",605,165,25,327,19,44,25
"Separado(a) (042)",85,30,1,43,1,1,9
"Casado(a) (043)",198,47,11,102,3,27,8
"Viudo(a) (044)",21,4,2,14,,1,
"Divorciado(a) (045)",7,3,,4,,,
"Soltero(a) (046)",308,168,7,59,3,22,49
,,,,,,,
"RURAL (048)",6924,968,2855,2321,256,353,171
"Conviviente (049)",3310,405,1209,1312,160,163,61
"Separado(a) (050)",304,50,123,106,9,6,10
"Casado(a) (051)",796,120,208,359,50,41,18
"Viudo(a) (052)",131,18,42,58,6,4,3
"Divorciado(a) (053)",51,1,22,24,1,,3
"Soltero(a) (054)",2332,374,1251,462,30,139,76
"Hombres (056)",5285,496,2713,1644,194,196,42
"Conviviente (057)",2396,180,1123,898,120,65,10
"Separado(a) (058)",211,23,117,62,6,3,
"Casado(a) (059)",599,78,190,273,39,13,6
"Viudo(a) (060)",88,12,36,35,4,1,
"Divorciado(a) (061)",44,1,21,19,1,,2
"Soltero(a) (062)",1947,202,1226,357,24,114,24
"Mujeres (064)",1639,472,142,677,62,157,129
"Conviviente (065)",914,225,86,414,40,98,51
"Separado(a) (066)",93,27,6,44,3,3,10
"Casado(a) (067)",197,42,18,86,11,28,12
"Viudo(a) (068)",43,6,6,23,2,3,3
"Divorciado(a) (069)",7,,1,5,,,1
"Soltero(a) (070)",385,172,25,105,6,25,52
