"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BOLIVAR (000)",5331,5191,1528,476,555,501,787,616,405,323,140,17586
"De 12 a 14 años (001)",702,699,697,2,,,,,,,3,2
"De 15 a 19 años (002)",745,730,612,98,15,5,,,,,15,143
"De 20 a 24 años (003)",506,466,100,155,128,59,22,2,,,40,693
"De 25 a 29 años (004)",504,479,34,83,149,113,88,9,3,,25,1184
"De 30 a 34 años (005)",479,466,22,52,93,97,127,66,8,1,13,1579
"De 35 a 39 años (006)",477,473,10,25,61,82,145,105,34,11,4,2103
"De 40 a 44 años (007)",437,428,13,13,30,41,127,111,57,36,9,2334
"De 45 a 49 años (008)",357,350,5,20,21,33,78,85,70,38,7,2069
"De 50 y más años (009)",1124,1100,35,28,58,71,200,238,233,237,24,7479
"PEA (010)",821,781,140,108,122,123,133,82,47,26,40,2533
"De 12 a 14 años (011)",25,24,24,,,,,,,,1,
"De 15 a 19 años (012)",78,77,60,12,4,1,,,,,1,23
"De 20 a 24 años (013)",85,75,20,30,12,10,3,,,,10,96
"De 25 a 29 años (014)",97,84,14,20,18,23,9,,,,13,167
"De 30 a 34 años (015)",120,112,11,29,31,20,17,4,,,8,252
"De 35 a 39 años (016)",93,91,3,6,30,15,26,11,,,2,296
"De 40 a 44 años (017)",101,99,2,2,13,18,31,21,7,5,2,470
"De 45 a 49 años (018)",80,79,2,5,7,19,19,10,14,3,1,377
"De 50 y más años (019)",142,140,4,4,7,17,28,36,26,18,2,852
"Ocupada (020)",799,761,129,106,119,120,133,82,47,25,38,2506
"De 12 a 14 años (021)",23,22,22,,,,,,,,1,
"De 15 a 19 años (022)",72,71,54,12,4,1,,,,,1,23
"De 20 a 24 años (023)",81,72,18,30,11,10,3,,,,9,94
