"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MOYOBAMBA (000)",969,242,727
"De 14 a 29 años (001)",579,208,371
"De 30 a 44 años (002)",251,32,219
"De 45 a 64 años (003)",107,2,105
"De 65 y más años (004)",32,,32
"Hombres (005)",713,152,561
"De 14 a 29 años (006)",398,126,272
"De 30 a 44 años (007)",198,26,172
"De 45 a 64 años (008)",90,,90
"De 65 y más años (009)",27,,27
"Mujeres (010)",256,90,166
"De 14 a 29 años (011)",181,82,99
"De 30 a 44 años (012)",53,6,47
"De 45 a 64 años (013)",17,2,15
"De 65 y más años (014)",5,,5
,,,
"AREA URBANA (015)",694,160,534
"De 14 a 29 años (016)",402,141,261
"De 30 a 44 años (017)",186,18,168
"De 45 a 64 años (018)",81,1,80
"De 65 y más años (019)",25,,25
"Hombres (020)",473,90,383
"De 14 a 29 años (021)",249,78,171
"De 30 a 44 años (022)",136,12,124
"De 45 a 64 años (023)",68,,68
"De 65 y más años (024)",20,,20
"Mujeres (025)",221,70,151
"De 14 a 29 años (026)",153,63,90
"De 30 a 44 años (027)",50,6,44
"De 45 a 64 años (028)",13,1,12
"De 65 y más años (029)",5,,5
,,,
"AREA RURAL (030)",275,82,193
"De 14 a 29 años (031)",177,67,110
"De 30 a 44 años (032)",65,14,51
"De 45 a 64 años (033)",26,1,25
"De 65 y más años (034)",7,,7
"Hombres (035)",240,62,178
"De 14 a 29 años (036)",149,48,101
"De 30 a 44 años (037)",62,14,48
"De 45 a 64 años (038)",22,,22
"De 65 y más años (039)",7,,7
"Mujeres (040)",35,20,15
"De 14 a 29 años (041)",28,19,9
"De 30 a 44 años (042)",3,,3
"De 45 a 64 años (043)",4,1,3
