"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UTCUBAMBA (000)",93972,8768,1561,51900,24594,1891,2459,896,1903
"Hombres (001)",49208,2690,784,27538,14265,969,1290,525,1147
"Mujeres (002)",44764,6078,777,24362,10329,922,1169,371,756
"PEA (003)",37215,2477,41,18752,10900,1006,1884,555,1600
"Hombres (004)",30247,1782,27,16037,9159,683,1127,389,1043
"Mujeres (005)",6968,695,14,2715,1741,323,757,166,557
"Ocupada (006)",35569,2381,33,17995,10293,957,1821,536,1553
"Hombres (007)",28964,1708,22,15406,8681,653,1102,378,1014
"Mujeres (008)",6605,673,11,2589,1612,304,719,158,539
"Desocupada (009)",1646,96,8,757,607,49,63,19,47
"Hombres (010)",1283,74,5,631,478,30,25,11,29
"Mujeres (011)",363,22,3,126,129,19,38,8,18
"No PEA (012)",56757,6291,1520,33148,13694,885,575,341,303
"Hombres (013)",18961,908,757,11501,5106,286,163,136,104
"Mujeres (014)",37796,5383,763,21647,8588,599,412,205,199
,,,,,,,,,
"URBANA (018)",41289,2350,548,18256,14091,1548,2052,740,1704
"Hombres (019)",21303,688,270,9218,7814,798,1060,427,1028
"Mujeres (020)",19986,1662,278,9038,6277,750,992,313,676
"PEA (021)",17427,701,21,6099,6299,843,1561,473,1430
"Hombres (022)",12668,398,13,4601,4904,565,920,330,937
"Mujeres (023)",4759,303,8,1498,1395,278,641,143,493
"Ocupada (024)",16453,660,19,5743,5877,804,1507,456,1387
"Hombres (025)",11933,368,12,4302,4577,540,901,321,912
"Mujeres (026)",4520,292,7,1441,1300,264,606,135,475
"Desocupada (027)",974,41,2,356,422,39,54,17,43
"Hombres (028)",735,30,1,299,327,25,19,9,25
"Mujeres (029)",239,11,1,57,95,14,35,8,18
"No PEA (030)",23862,1649,527,12157,7792,705,491,267,274
"Hombres (031)",8635,290,257,4617,2910,233,140,97,91
"Mujeres (032)",15227,1359,270,7540,4882,472,351,170,183
,,,,,,,,,
"RURAL (036)",52683,6418,1013,33644,10503,343,407,156,199
"Hombres (037)",27905,2002,514,18320,6451,171,230,98,119
"Mujeres (038)",24778,4416,499,15324,4052,172,177,58,80
"PEA (039)",19788,1776,20,12653,4601,163,323,82,170
"Hombres (040)",17579,1384,14,11436,4255,118,207,59,106
"Mujeres (041)",2209,392,6,1217,346,45,116,23,64
"Ocupada (042)",19116,1721,14,12252,4416,153,314,80,166
"Hombres (043)",17031,1340,10,11104,4104,113,201,57,102
"Mujeres (044)",2085,381,4,1148,312,40,113,23,64
"Desocupada (045)",672,55,6,401,185,10,9,2,4
"Hombres (046)",548,44,4,332,151,5,6,2,4
"Mujeres (047)",124,11,2,69,34,5,3,,
"No PEA (048)",32895,4642,993,20991,5902,180,84,74,29
"Hombres (049)",10326,618,500,6884,2196,53,23,39,13
"Mujeres (050)",22569,4024,493,14107,3706,127,61,35,16
