"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OXAPAMPA (000)",69961,5787,864,34932,20598,1914,1944,1337,2585
"Hombres (001)",37267,2162,424,18721,11828,1045,898,788,1401
"Mujeres (002)",32694,3625,440,16211,8770,869,1046,549,1184
"PEA (003)",33010,2526,39,13815,10860,1230,1496,832,2212
"Hombres (004)",24121,1489,27,10663,8423,845,819,592,1263
"Mujeres (005)",8889,1037,12,3152,2437,385,677,240,949
"Ocupada (006)",32420,2509,37,13617,10597,1206,1464,816,2174
"Hombres (007)",23696,1478,26,10508,8227,832,801,582,1242
"Mujeres (008)",8724,1031,11,3109,2370,374,663,234,932
"Desocupada (009)",590,17,2,198,263,24,32,16,38
"Hombres (010)",425,11,1,155,196,13,18,10,21
"Mujeres (011)",165,6,1,43,67,11,14,6,17
"No PEA (012)",36951,3261,825,21117,9738,684,448,505,373
"Hombres (013)",13146,673,397,8058,3405,200,79,196,138
"Mujeres (014)",23805,2588,428,13059,6333,484,369,309,235
,,,,,,,,,
"URBANA (018)",27324,1038,321,9569,10520,1366,1456,1027,2027
"Hombres (019)",14253,313,165,4874,5821,733,674,589,1084
"Mujeres (020)",13071,725,156,4695,4699,633,782,438,943
"PEA (021)",13524,381,12,3256,5484,890,1137,634,1730
"Hombres (022)",8966,169,6,2184,3978,595,614,441,979
"Mujeres (023)",4558,212,6,1072,1506,295,523,193,751
"Ocupada (024)",13208,376,10,3183,5336,873,1109,621,1700
"Hombres (025)",8756,166,5,2129,3878,587,598,432,961
"Mujeres (026)",4452,210,5,1054,1458,286,511,189,739
"Desocupada (027)",316,5,2,73,148,17,28,13,30
"Hombres (028)",210,3,1,55,100,8,16,9,18
"Mujeres (029)",106,2,1,18,48,9,12,4,12
"No PEA (030)",13800,657,309,6313,5036,476,319,393,297
"Hombres (031)",5287,144,159,2690,1843,138,60,148,105
"Mujeres (032)",8513,513,150,3623,3193,338,259,245,192
,,,,,,,,,
"RURAL (036)",42637,4749,543,25363,10078,548,488,310,558
"Hombres (037)",23014,1849,259,13847,6007,312,224,199,317
"Mujeres (038)",19623,2900,284,11516,4071,236,264,111,241
"PEA (039)",19486,2145,27,10559,5376,340,359,198,482
"Hombres (040)",15155,1320,21,8479,4445,250,205,151,284
"Mujeres (041)",4331,825,6,2080,931,90,154,47,198
"Ocupada (042)",19212,2133,27,10434,5261,333,355,195,474
"Hombres (043)",14940,1312,21,8379,4349,245,203,150,281
"Mujeres (044)",4272,821,6,2055,912,88,152,45,193
"Desocupada (045)",274,12,,125,115,7,4,3,8
"Hombres (046)",215,8,,100,96,5,2,1,3
"Mujeres (047)",59,4,,25,19,2,2,2,5
"No PEA (048)",23151,2604,516,14804,4702,208,129,112,76
"Hombres (049)",7859,529,238,5368,1562,62,19,48,33
"Mujeres (050)",15292,2075,278,9436,3140,146,110,64,43
