"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BARRANCA (000)",50374,12130,15122,18964,1033,1976,1149
"Conviviente (001)",16691,3087,5926,6538,327,531,282
"Separado(a) (002)",2742,580,697,1204,59,36,166
"Casado(a) (003)",14499,3803,3526,6070,409,548,143
"Viudo(a) (004)",1129,149,261,616,29,29,45
"Divorciado(a) (005)",239,77,40,104,11,2,5
"Soltero(a) (006)",15074,4434,4672,4432,198,830,508
"Hombres (008)",33766,6764,12670,12713,772,810,37
"Conviviente (009)",11903,1925,4944,4633,260,135,6
"Separado(a) (010)",1153,215,406,497,22,11,2
"Casado(a) (011)",9800,2333,3012,4040,324,88,3
"Viudo(a) (012)",460,54,145,236,15,9,1
"Divorciado(a) (013)",120,32,26,55,5,2,
"Soltero(a) (014)",10330,2205,4137,3252,146,565,25
"Mujeres (016)",16608,5366,2452,6251,261,1166,1112
"Conviviente (017)",4788,1162,982,1905,67,396,276
"Separado(a) (018)",1589,365,291,707,37,25,164
"Casado(a) (019)",4699,1470,514,2030,85,460,140
"Viudo(a) (020)",669,95,116,380,14,20,44
"Divorciado(a) (021)",119,45,14,49,6,,5
"Soltero(a) (022)",4744,2229,535,1180,52,265,483
,,,,,,,
"URBANA (024)",42952,11727,10480,17248,861,1580,1056
"Conviviente (025)",13716,2947,4003,5811,256,431,268
"Separado(a) (026)",2425,561,513,1113,51,31,156
"Casado(a) (027)",12723,3704,2548,5536,339,465,131
"Viudo(a) (028)",978,144,184,562,24,23,41
"Divorciado(a) (029)",220,76,32,97,8,2,5
"Soltero(a) (030)",12890,4295,3200,4129,183,628,455
"Hombres (032)",28027,6521,8882,11355,624,608,37
"Conviviente (033)",9540,1830,3375,4020,193,116,6
"Separado(a) (034)",1001,205,314,453,19,8,2
"Casado(a) (035)",8426,2265,2221,3604,262,71,3
"Viudo(a) (036)",384,53,104,207,13,6,1
"Divorciado(a) (037)",108,32,20,52,2,2,
"Soltero(a) (038)",8568,2136,2848,3019,135,405,25
"Mujeres (040)",14925,5206,1598,5893,237,972,1019
"Conviviente (041)",4176,1117,628,1791,63,315,262
"Separado(a) (042)",1424,356,199,660,32,23,154
"Casado(a) (043)",4297,1439,327,1932,77,394,128
"Viudo(a) (044)",594,91,80,355,11,17,40
"Divorciado(a) (045)",112,44,12,45,6,,5
"Soltero(a) (046)",4322,2159,352,1110,48,223,430
,,,,,,,
"RURAL (048)",7422,403,4642,1716,172,396,93
"Conviviente (049)",2975,140,1923,727,71,100,14
"Separado(a) (050)",317,19,184,91,8,5,10
"Casado(a) (051)",1776,99,978,534,70,83,12
"Viudo(a) (052)",151,5,77,54,5,6,4
"Divorciado(a) (053)",19,1,8,7,3,,
"Soltero(a) (054)",2184,139,1472,303,15,202,53
"Hombres (056)",5739,243,3788,1358,148,202,
"Conviviente (057)",2363,95,1569,613,67,19,
"Separado(a) (058)",152,10,92,44,3,3,
"Casado(a) (059)",1374,68,791,436,62,17,
"Viudo(a) (060)",76,1,41,29,2,3,
"Divorciado(a) (061)",12,,6,3,3,,
"Soltero(a) (062)",1762,69,1289,233,11,160,
"Mujeres (064)",1683,160,854,358,24,194,93
"Conviviente (065)",612,45,354,114,4,81,14
"Separado(a) (066)",165,9,92,47,5,2,10
"Casado(a) (067)",402,31,187,98,8,66,12
"Viudo(a) (068)",75,4,36,25,3,3,4
"Divorciado(a) (069)",7,1,2,4,,,
"Soltero(a) (070)",422,70,183,70,4,42,53
