"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAHUAMANU (000)",10742,1540,3142,568,5511
"Menos de 1 año (001)",198,95,41,2,62
"De 1 a 14 años (002)",2713,1088,535,51,1041
"De 15 a 29 años (003)",3131,236,858,202,1837
"De 30 a 44 años (004)",2752,75,1112,198,1377
"De 45 a 64 años (005)",1548,30,538,103,880
"De 65 y mas años (006)",400,16,58,12,314
"Hombres (008)",6448,787,2129,451,3091
"Menos de 1 año (009)",103,55,19,2,28
"De 1 a 14 años (010)",1364,558,265,19,522
"De 15 a 29 años (011)",1821,110,566,166,980
"De 30 a 44 años (012)",1820,35,815,171,806
"De 45 a 64 años (013)",1082,19,424,85,555
"De 65 y mas años (014)",258,10,40,8,200
"Mujeres (016)",4294,753,1013,117,2420
"Menos de 1 año (017)",95,40,22,,34
"De 1 a 14 años (018)",1349,530,270,32,519
"De 15 a 29 años (019)",1310,126,292,36,857
"De 30 a 44 años (020)",932,40,297,27,571
"De 45 a 64 años (021)",466,11,114,18,325
"De 65 y mas años (022)",142,6,18,4,114
,,,,,
"URBANA (024)",7604,972,2588,510,3552
"Menos de 1 año (025)",142,60,38,1,45
"De 1 a 14 años (026)",1934,652,493,47,744
"De 15 a 29 años (027)",2326,171,697,189,1271
"De 30 a 44 años (028)",1973,59,911,182,830
"De 45 a 64 años (029)",997,20,404,83,493
"De 65 y mas años (030)",232,10,45,8,169
"Hombres (032)",4440,493,1688,407,1861
"Menos de 1 año (033)",73,34,18,1,21
"De 1 a 14 años (034)",945,327,242,17,359
"De 15 a 29 años (035)",1322,84,439,156,644
"De 30 a 44 años (036)",1273,27,644,156,452
"De 45 a 64 años (037)",688,15,313,72,289
"De 65 y mas años (038)",139,6,32,5,96
"Mujeres (040)",3164,479,900,103,1691
"Menos de 1 año (041)",69,26,20,,24
"De 1 a 14 años (042)",989,325,251,30,385
"De 15 a 29 años (043)",1004,87,258,33,627
"De 30 a 44 años (044)",700,32,267,26,378
"De 45 a 64 años (045)",309,5,91,11,204
"De 65 y mas años (046)",93,4,13,3,73
,,,,,
"RURAL (048)",3138,568,554,58,1959
"Menos de 1 año (049)",56,35,3,1,17
"De 1 a 14 años (050)",779,436,42,4,297
"De 15 a 29 años (051)",805,65,161,13,566
"De 30 a 44 años (052)",779,16,201,16,547
"De 45 a 64 años (053)",551,10,134,20,387
"De 65 y mas años (054)",168,6,13,4,145
"Hombres (056)",2008,294,441,44,1230
"Menos de 1 año (057)",30,21,1,1,7
"De 1 a 14 años (058)",419,231,23,2,163
"De 15 a 29 años (059)",499,26,127,10,336
"De 30 a 44 años (060)",547,8,171,15,354
"De 45 a 64 años (061)",394,4,111,13,266
"De 65 y mas años (062)",119,4,8,3,104
"Mujeres (064)",1130,274,113,14,729
"Menos de 1 año (065)",26,14,2,,10
"De 1 a 14 años (066)",360,205,19,2,134
"De 15 a 29 años (067)",306,39,34,3,230
"De 30 a 44 años (068)",232,8,30,1,193
"De 45 a 64 años (069)",157,6,23,7,121
"De 65 y mas años (070)",49,2,5,1,41
