"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANCHEZ CARRION (000)",35416,31352,1441,987,1636
"Agric., ganadería, caza y silvicultura (001)",22720,22180,453,64,23
"Pesca (002)",8,6,2,,
"Explotación de minas y canteras (003)",775,299,171,109,196
"Industrias manufactureras (004)",1612,1526,51,21,14
"Suministro de electricidad, gas y agua (005)",33,5,6,17,5
"Construcción (006)",1473,961,197,198,117
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2511,2401,84,15,11
"Venta, mant.y rep. veh.autom y motoc. (008)",218,192,16,3,7
"Comercio al por mayor (009)",166,150,10,2,4
"Comercio al por menor (010)",2127,2059,58,10,
"Hoteles y restaurantes (011)",785,735,32,9,9
"Trans., almac. y comunicaciones (012)",963,813,70,35,45
"Intermediación financiera (013)",49,16,4,17,12
"Activid.inmobil., empres. y alquileres (014)",290,153,36,50,51
"Admin.pub. y defensa; p. segur soc.afil (015)",518,,,,518
"Enseñanza (016)",1526,417,242,414,453
"Servicios sociales y de salud (017)",231,51,15,4,161
"Otras activ. serv.comun.soc y personales (018)",427,359,40,22,6
"Hogares privados con servicio doméstico (019)",621,621,,,
"Actividad economica no especificada (021)",874,809,38,12,15
"Hombres (022)",27964,24948,1171,685,1160
"Agric., ganadería, caza y silvicultura (023)",20386,19881,424,60,21
"Pesca (024)",7,5,2,,
"Explotación de minas y canteras (025)",764,294,169,106,195
"Industrias manufactureras (026)",1164,1086,46,19,13
"Suministro de electricidad, gas y agua (027)",31,5,6,15,5
"Construcción (028)",1438,948,189,188,113
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1281,1197,60,13,11
"Venta, mant.y rep. veh.autom y motoc. (030)",207,183,15,2,7
"Comercio al por mayor (031)",118,103,9,2,4
"Comercio al por menor (032)",956,911,36,9,
"Hoteles y restaurantes (033)",125,106,12,3,4
"Trans., almac. y comunicaciones (034)",922,781,67,29,45
"Intermediación financiera (035)",24,9,,8,7
"Activid.inmobil., empres. y alquileres (036)",206,99,29,34,44
"Admin.pub. y defensa; p. segur soc.afil (037)",397,,,,397
"Enseñanza (038)",694,151,111,191,241
"Servicios sociales y de salud (039)",91,38,4,1,48
"Otras activ. serv.comun.soc y personales (040)",141,99,27,11,4
"Hogares privados con servicio doméstico (041)",19,19,,,
