"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",11012,4326,1159,171,5364
"Menos de 1 año (001)",174,119,21,2,32
"De 1 a 14 años (002)",3288,2185,327,19,758
"De 15 a 29 años (003)",2387,769,151,31,1436
"De 30 a 44 años (004)",1953,483,312,53,1110
"De 45 a 64 años (005)",1784,418,256,41,1070
"De 65 y mas años (006)",1426,352,92,25,958
"Hombres (008)",5583,2034,588,109,2857
"Menos de 1 año (009)",82,52,11,1,18
"De 1 a 14 años (010)",1651,1116,160,11,364
"De 15 a 29 años (011)",1290,329,77,18,866
"De 30 a 44 años (012)",994,194,133,35,635
"De 45 a 64 años (013)",931,200,153,30,549
"De 65 y mas años (014)",635,143,54,14,425
"Mujeres (016)",5429,2292,571,62,2507
"Menos de 1 año (017)",92,67,10,1,14
"De 1 a 14 años (018)",1637,1069,167,8,394
"De 15 a 29 años (019)",1097,440,74,13,570
"De 30 a 44 años (020)",959,289,179,18,475
"De 45 a 64 años (021)",853,218,103,11,521
"De 65 y mas años (022)",791,209,38,11,533
,,,,,
"URBANA (024)",7396,2687,990,140,3586
"Menos de 1 año (025)",130,87,21,2,20
"De 1 a 14 años (026)",2253,1410,284,16,544
"De 15 a 29 años (027)",1633,466,131,27,1009
"De 30 a 44 años (028)",1339,306,264,44,729
"De 45 a 64 años (029)",1169,222,217,32,699
"De 65 y mas años (030)",872,196,73,19,585
"Hombres (032)",3696,1264,489,88,1859
"Menos de 1 año (033)",62,38,11,1,12
"De 1 a 14 años (034)",1133,727,138,10,258
"De 15 a 29 años (035)",868,201,65,16,586
"De 30 a 44 años (036)",655,118,106,29,404
"De 45 a 64 años (037)",610,108,129,22,352
"De 65 y mas años (038)",368,72,40,10,247
"Mujeres (040)",3700,1423,501,52,1727
"Menos de 1 año (041)",68,49,10,1,8
"De 1 a 14 años (042)",1120,683,146,6,286
"De 15 a 29 años (043)",765,265,66,11,423
"De 30 a 44 años (044)",684,188,158,15,325
"De 45 a 64 años (045)",559,114,88,10,347
"De 65 y mas años (046)",504,124,33,9,338
,,,,,
"RURAL (048)",3616,1639,169,31,1778
"Menos de 1 año (049)",44,32,,,12
"De 1 a 14 años (050)",1035,775,43,3,214
"De 15 a 29 años (051)",754,303,20,4,427
"De 30 a 44 años (052)",614,177,48,9,381
"De 45 a 64 años (053)",615,196,39,9,371
"De 65 y mas años (054)",554,156,19,6,373
"Hombres (056)",1887,770,99,21,998
"Menos de 1 año (057)",20,14,,,6
"De 1 a 14 años (058)",518,389,22,1,106
"De 15 a 29 años (059)",422,128,12,2,280
"De 30 a 44 años (060)",339,76,27,6,231
"De 45 a 64 años (061)",321,92,24,8,197
"De 65 y mas años (062)",267,71,14,4,178
"Mujeres (064)",1729,869,70,10,780
"Menos de 1 año (065)",24,18,,,6
"De 1 a 14 años (066)",517,386,21,2,108
"De 15 a 29 años (067)",332,175,8,2,147
"De 30 a 44 años (068)",275,101,21,3,150
"De 45 a 64 años (069)",294,104,15,1,174
"De 65 y mas años (070)",287,85,5,2,195
