"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",27338,287,9098,9369,6471,2113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,1,23,15,
"Profes., científicos e intelectuales (002)",1016,,199,607,209,1
"Técnicos de nivel medio y trab.asimilados (003)",203,,83,92,27,1
"Jefes y empleados de oficina (004)",221,,87,93,41,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1249,6,357,541,268,77
"Agricult.trabaj. calif. agrop. y pesqueros (006)",12922,32,2811,4507,3956,1616
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1448,2,679,470,263,34
"Obreros construc., conf., papel, fab., instr. (008)",482,1,156,204,108,13
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8530,230,4080,2472,1415,333
"Otra (010)",30,,10,16,4,
"Ocupación no especificada (011)",240,1,76,91,55,17
"Desocupado (012)",958,15,559,253,110,21
"Hombres (013)",17678,157,5874,6005,4217,1425
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,,1,20,15,
"Profes., científicos e intelectuales (015)",645,,103,383,158,1
"Técnicos de nivel medio y trab.asimilados (016)",129,,46,57,25,1
"Jefes y empleados de oficina (017)",157,,53,69,35,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",388,1,80,174,99,34
"Agricult.trabaj. calif. agrop. y pesqueros (019)",9883,20,2044,3562,3051,1206
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1325,2,621,428,246,28
"Obreros construc., conf., papel, fab., instr. (021)",473,1,154,200,105,13
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3760,125,2313,846,362,114
"Otra (023)",30,,10,16,4,
"Ocupación no especificada (024)",84,,30,26,19,9
"Desocupado (025)",768,8,419,224,98,19
"Mujeres (026)",9660,130,3224,3364,2254,688
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,3,,
"Profes., científicos e intelectuales (028)",371,,96,224,51,
"Técnicos de nivel medio y trab.asimilados (029)",74,,37,35,2,
"Jefes y empleados de oficina (030)",64,,34,24,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",861,5,277,367,169,43
"Agricult.trabaj. calif. agrop. y pesqueros (032)",3039,12,767,945,905,410
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",123,,58,42,17,6
"Obreros construc., conf., papel, fab., instr. (034)",9,,2,4,3,
