"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia LAMBAYEQUE",,,,,,,,,
"Viviendas particulares (001)",54766,7343,15918,15738,8572,4022,1651,703,819
"Ocupantes presentes (002)",258671,26331,69485,77241,45099,22193,9355,4050,4917
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",51815,6313,14878,15256,8337,3903,1631,694,803
"Ocupantes presentes (005)",246863,23301,65058,74939,43846,21593,9264,4019,4843
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",272,57,28,61,50,55,12,5,4
"Ocupantes presentes (008)",929,139,98,206,184,211,53,22,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",280,115,49,28,45,19,8,4,12
"Ocupantes presentes (011)",1007,255,188,125,257,77,38,9,58
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",132,70,37,16,7,2,,,
"Ocupantes presentes (014)",449,178,164,56,43,8,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1672,315,823,363,130,41,,,
"Ocupantes presentes (017)",7670,1183,3604,1854,747,282,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",537,437,87,10,1,2,,,
"Ocupantes presentes (020)",1572,1193,306,43,8,22,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",50,28,16,4,2,,,,
"Ocupantes presentes (023)",164,65,67,18,14,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",8,8,,,,,,,
"Ocupantes presentes (026)",17,17,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",27896,4008,7356,7179,4565,2321,1182,559,726
"Ocupantes presentes (029)",124818,13271,30482,32981,22380,11924,6444,3111,4225
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",26634,3303,7143,7062,4461,2243,1162,550,710
"Ocupantes presentes (032)",120734,11440,29678,32545,21881,11606,6353,3080,4151
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",272,57,28,61,50,55,12,5,4
"Ocupantes presentes (035)",929,139,98,206,184,211,53,22,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",280,115,49,28,45,19,8,4,12
"Ocupantes presentes (038)",1007,255,188,125,257,77,38,9,58
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",132,70,37,16,7,2,,,
"Ocupantes presentes (041)",449,178,164,56,43,8,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",537,437,87,10,1,2,,,
"Ocupantes presentes (047)",1572,1193,306,43,8,22,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",36,21,12,2,1,,,,
"Ocupantes presentes (050)",115,54,48,6,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,5,,,,,,,
"Ocupantes presentes (053)",12,12,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",26870,3335,8562,8559,4007,1701,469,144,93
"Ocupantes presentes (056)",133853,13060,39003,44260,22719,10269,2911,939,692
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",25181,3010,7735,8194,3876,1660,469,144,93
"Ocupantes presentes (059)",126129,11861,35380,42394,21965,9987,2911,939,692
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1672,315,823,363,130,41,,,
"Ocupantes presentes (071)",7670,1183,3604,1854,747,282,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",14,7,4,2,1,,,,
"Ocupantes presentes (077)",49,11,19,12,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,,
"Ocupantes presentes (080)",5,5,,,,,,,
