"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONTUMAZA (000)",9230,452,7,4551,2278,248,1060,144,490
"Empleado (001)",1594,14,,80,252,81,703,78,386
"Obrero (002)",2088,102,2,1103,689,52,104,16,20
"Trabajador independiente (003)",4138,224,3,2496,1018,89,200,39,69
"Empleador o patrono (004)",119,8,,50,38,3,9,3,8
"Trabajador familiar no remunerado (005)",1124,92,1,724,234,19,39,8,7
"Trabajador del hogar (006)",167,12,1,98,47,4,5,,
"Hombres (008)",7235,325,5,3847,1865,176,617,103,297
"Empleado (009)",881,3,,43,170,48,362,45,210
"Obrero (010)",1921,78,1,1018,653,43,93,15,20
"Trabajador independiente (011)",3400,182,3,2116,814,68,129,34,54
"Empleador o patrono (012)",106,5,,46,34,3,7,3,8
"Trabajador familiar no remunerado (013)",925,57,1,622,194,14,26,6,5
"Trabajador del hogar (014)",2,,,2,,,,,
"Mujeres (016)",1995,127,2,704,413,72,443,41,193
"Empleado (017)",713,11,,37,82,33,341,33,176
"Obrero (018)",167,24,1,85,36,9,11,1,
"Trabajador independiente (019)",738,42,,380,204,21,71,5,15
"Empleador o patrono (020)",13,3,,4,4,,2,,
"Trabajador familiar no remunerado (021)",199,35,,102,40,5,13,2,2
"Trabajador del hogar (022)",165,12,1,96,47,4,5,,
,,,,,,,,,
"URBANA (024)",4464,110,5,1295,1364,187,918,131,454
"Empleado (025)",1432,12,,69,205,74,635,73,364
"Obrero (026)",984,42,2,382,404,35,84,15,20
"Trabajador independiente (027)",1632,34,1,666,612,63,165,34,57
"Empleador o patrono (028)",75,5,,25,25,1,8,3,8
"Trabajador familiar no remunerado (029)",214,8,1,80,81,10,23,6,5
"Trabajador del hogar (030)",127,9,1,73,37,4,3,,
"Hombres (032)",2983,55,3,898,1026,121,514,95,271
"Empleado (033)",784,2,,37,135,45,323,44,198
"Obrero (034)",868,26,1,336,371,26,74,14,20
"Trabajador independiente (035)",1135,21,1,452,445,44,100,30,42
"Empleador o patrono (036)",64,3,,22,21,1,6,3,8
"Trabajador familiar no remunerado (037)",131,3,1,50,54,5,11,4,3
"Trabajador del hogar (038)",1,,,1,,,,,
"Mujeres (040)",1481,55,2,397,338,66,404,36,183
"Empleado (041)",648,10,,32,70,29,312,29,166
"Obrero (042)",116,16,1,46,33,9,10,1,
"Trabajador independiente (043)",497,13,,214,167,19,65,4,15
"Empleador o patrono (044)",11,2,,3,4,,2,,
"Trabajador familiar no remunerado (045)",83,5,,30,27,5,12,2,2
"Trabajador del hogar (046)",126,9,1,72,37,4,3,,
,,,,,,,,,
"RURAL (048)",4766,342,2,3256,914,61,142,13,36
"Empleado (049)",162,2,,11,47,7,68,5,22
"Obrero (050)",1104,60,,721,285,17,20,1,
"Trabajador independiente (051)",2506,190,2,1830,406,26,35,5,12
"Empleador o patrono (052)",44,3,,25,13,2,1,,
"Trabajador familiar no remunerado (053)",910,84,,644,153,9,16,2,2
"Trabajador del hogar (054)",40,3,,25,10,,2,,
"Hombres (056)",4252,270,2,2949,839,55,103,8,26
"Empleado (057)",97,1,,6,35,3,39,1,12
"Obrero (058)",1053,52,,682,282,17,19,1,
"Trabajador independiente (059)",2265,161,2,1664,369,24,29,4,12
"Empleador o patrono (060)",42,2,,24,13,2,1,,
"Trabajador familiar no remunerado (061)",794,54,,572,140,9,15,2,2
"Trabajador del hogar (062)",1,,,1,,,,,
"Mujeres (064)",514,72,,307,75,6,39,5,10
"Empleado (065)",65,1,,5,12,4,29,4,10
"Obrero (066)",51,8,,39,3,,1,,
"Trabajador independiente (067)",241,29,,166,37,2,6,1,
"Empleador o patrono (068)",2,1,,1,,,,,
"Trabajador familiar no remunerado (069)",116,30,,72,13,,1,,
"Trabajador del hogar (070)",39,3,,24,10,,2,,
