"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHOTA (000)",45396,39662,2408,1121,2205
"Sin nivel (001)",5232,5093,94,17,28
"Educación inicial (002)",46,40,3,,3
"Primaria (003)",24177,23252,638,159,128
"Secundaria (004)",9724,8621,516,187,400
"Superior no univ. incompleta (005)",817,491,79,59,188
"Superior no univ. completa (006)",2530,1108,544,301,577
"Superior univ. incompleta (007)",475,267,48,41,119
"Superior univ. completa (008)",2395,790,486,357,762
"De 06 a 14 años (010)",766,731,30,5,
"Sin nivel (011)",30,29,1,,
"Educación inicial (012)",5,5,,,
"Primaria (013)",609,586,21,2,
"Secundaria (014)",122,111,8,3,
"De 15 a 29 años (020)",14405,12910,648,249,598
"Sin nivel (021)",520,502,13,3,2
"Educación inicial (022)",24,21,2,,1
"Primaria (023)",6938,6678,174,42,44
"Secundaria (024)",5173,4753,244,62,114
"Superior no univ. incompleta (025)",321,217,25,16,63
"Superior no univ. completa (026)",751,411,101,64,175
"Superior univ. incompleta (027)",171,121,11,12,27
"Superior univ. completa (028)",507,207,78,50,172
"De 30 a 44 años (030)",15075,12421,1086,544,1024
"Sin nivel (031)",1301,1247,33,7,14
"Educación inicial (032)",17,14,1,,2
"Primaria (033)",7418,7122,201,63,32
"Secundaria (034)",3192,2785,184,71,152
"Superior no univ. incompleta (035)",362,216,40,28,78
"Superior no univ. completa (036)",1352,561,338,169,284
"Superior univ. incompleta (037)",210,103,26,19,62
"Superior univ. completa (038)",1223,373,263,187,400
"De 45 a 64 años (040)",10937,9510,558,309,560
"Sin nivel (041)",1986,1947,27,4,8
"Primaria (043)",6556,6280,186,46,44
"Secundaria (044)",1134,884,73,49,128
"Superior no univ. incompleta (045)",121,47,14,13,47
"Superior no univ. completa (046)",414,126,104,68,116
"Superior univ. incompleta (047)",93,42,11,10,30
"Superior univ. completa (048)",633,184,143,119,187
"De 65 y más años (050)",4213,4090,86,14,23
"Sin nivel (051)",1395,1368,20,3,4
"Primaria (053)",2656,2586,56,6,8
"Secundaria (054)",103,88,7,2,6
"Superior no univ. incompleta (055)",13,11,,2,
"Superior no univ. completa (056)",13,10,1,,2
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",32,26,2,1,3
,,,,,
