"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia REQUENA (000)",65692,62333,2779,580
"Hombres (001)",34416,32797,1329,290
"Mujeres (002)",31276,29536,1450,290
"Menores de 1 año (003)",2076,1222,718,136
"Hombres (004)",1065,619,373,73
"Mujeres (005)",1011,603,345,63
"De 1 a 5 años (006)",10299,8109,1769,421
"Hombres (007)",5185,4137,838,210
"Mujeres (008)",5114,3972,931,211
"De 6 a 14 años (009)",15634,15559,67,8
"Hombres (010)",8113,8076,34,3
"Mujeres (011)",7521,7483,33,5
"De 15 a 29 años (012)",16901,16886,14,1
"Hombres (013)",8565,8560,5,
"Mujeres (014)",8336,8326,9,1
"De 30 a 44 años (015)",10775,10755,19,1
"Hombres (016)",5747,5736,10,1
"Mujeres (017)",5028,5019,9,
"De 45 a 64 años (018)",7335,7292,43,
"Hombres (019)",4160,4147,13,
"Mujeres (020)",3175,3145,30,
"De 65 a más años (021)",2672,2510,149,13
"Hombres (022)",1581,1522,56,3
"Mujeres (023)",1091,988,93,10
,,,,
"URBANA (024)",37559,36208,1036,315
"Hombres (025)",19406,18750,507,149
"Mujeres (026)",18153,17458,529,166
"Menores de 1 año (027)",1022,708,252,62
"Hombres (028)",533,357,143,33
"Mujeres (029)",489,351,109,29
"De 1 a 5 años (030)",5390,4477,673,240
"Hombres (031)",2725,2285,326,114
"Mujeres (032)",2665,2192,347,126
"De 6 a 14 años (033)",8866,8846,17,3
"Hombres (034)",4606,4596,9,1
"Mujeres (035)",4260,4250,8,2
"De 15 a 29 años (036)",10083,10077,6,
"Hombres (037)",5052,5050,2,
"Mujeres (038)",5031,5027,4,
"De 30 a 44 años (039)",6386,6383,3,
"Hombres (040)",3238,3238,,
"Mujeres (041)",3148,3145,3,
"De 45 a 64 años (042)",4304,4284,20,
"Hombres (043)",2396,2390,6,
"Mujeres (044)",1908,1894,14,
"De 65 a más años (045)",1508,1433,65,10
"Hombres (046)",856,834,21,1
"Mujeres (047)",652,599,44,9
,,,,
"RURAL (048)",28133,26125,1743,265
"Hombres (049)",15010,14047,822,141
"Mujeres (050)",13123,12078,921,124
"Menores de 1 año (051)",1054,514,466,74
"Hombres (052)",532,262,230,40
"Mujeres (053)",522,252,236,34
"De 1 a 5 años (054)",4909,3632,1096,181
"Hombres (055)",2460,1852,512,96
"Mujeres (056)",2449,1780,584,85
"De 6 a 14 años (057)",6768,6713,50,5
"Hombres (058)",3507,3480,25,2
"Mujeres (059)",3261,3233,25,3
"De 15 a 29 años (060)",6818,6809,8,1
"Hombres (061)",3513,3510,3,
"Mujeres (062)",3305,3299,5,1
"De 30 a 44 años (063)",4389,4372,16,1
"Hombres (064)",2509,2498,10,1
"Mujeres (065)",1880,1874,6,
"De 45 a 64 años (066)",3031,3008,23,
"Hombres (067)",1764,1757,7,
"Mujeres (068)",1267,1251,16,
"De 65 a más años (069)",1164,1077,84,3
"Hombres (070)",725,688,35,2
"Mujeres (071)",439,389,49,1
