"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUNO (000)",217799,21130,35536,7366,154151
"Sin Nivel (001)",26690,4455,2219,387,19653
"Educación Inicial (002)",5215,1614,978,139,2492
"Primaria (003)",64409,9149,6995,1188,47140
"Secundaria (004)",67636,4617,8600,2023,52457
"Sup. no Univ. Incompleta (005)",8018,256,987,363,6423
"Sup. no Univ. Completa (006)",11882,301,4289,920,6415
"Sup. Univ. Incompleta (007)",12983,270,1908,718,10120
"Sup. Univ. Completa (008)",20966,468,9560,1628,9451
"Hombres (010)",107174,10340,17168,4637,75286
"Sin Nivel (011)",8726,2160,904,170,5506
"Educación Inicial (012)",2627,844,515,64,1207
"Primaria (013)",30131,4545,3113,593,21916
"Secundaria (014)",36421,2223,4064,1395,28782
"Sup. no Univ. Incompleta (015)",4160,82,458,249,3380
"Sup. no Univ. Completa (016)",6002,105,1979,680,3265
"Sup. Univ. Incompleta (017)",7488,130,975,470,5940
"Sup. Univ. Completa (018)",11619,251,5160,1016,5290
"Mujeres (020)",110625,10790,18368,2729,78865
"Sin Nivel (021)",17964,2295,1315,217,14147
"Educación Inicial (022)",2588,770,463,75,1285
"Primaria (023)",34278,4604,3882,595,25224
"Secundaria (024)",31215,2394,4536,628,23675
"Sup. no Univ. Incompleta (025)",3858,174,529,114,3043
"Sup. no Univ. Completa (026)",5880,196,2310,240,3150
"Sup. Univ. Incompleta (027)",5495,140,933,248,4180
"Sup. Univ. Completa (028)",9347,217,4400,612,4161
,,,,,
"URBANA (030)",129971,9132,32775,6387,82037
"Sin Nivel (031)",9764,1648,1761,247,6128
"Educación Inicial (032)",3353,671,939,114,1635
"Primaria (033)",28524,3369,6115,869,18223
"Secundaria (034)",39413,2264,7766,1737,27702
"Sup. no Univ. Incompleta (035)",6440,211,913,327,4999
"Sup. no Univ. Completa (036)",10448,274,4075,881,5261
"Sup. Univ. Incompleta (037)",12088,252,1847,661,9361
"Sup. Univ. Completa (038)",19941,443,9359,1551,8728
"Hombres (040)",63651,4310,15680,4018,39889
"Sin Nivel (041)",3528,793,773,112,1863
"Educación Inicial (042)",1682,346,496,51,791
"Primaria (043)",12631,1649,2685,415,7914
"Secundaria (044)",19912,1020,3586,1172,14174
"Sup. no Univ. Incompleta (045)",3130,61,409,223,2445
"Sup. no Univ. Completa (046)",4972,88,1808,649,2454
"Sup. Univ. Incompleta (047)",6873,119,930,433,5418
"Sup. Univ. Completa (048)",10923,234,4993,963,4830
"Mujeres (050)",66320,4822,17095,2369,42148
"Sin Nivel (051)",6236,855,988,135,4265
"Educación Inicial (052)",1671,325,443,63,844
"Primaria (053)",15893,1720,3430,454,10309
"Secundaria (054)",19501,1244,4180,565,13528
"Sup. no Univ. Incompleta (055)",3310,150,504,104,2554
"Sup. no Univ. Completa (056)",5476,186,2267,232,2807
"Sup. Univ. Incompleta (057)",5215,133,917,228,3943
"Sup. Univ. Completa (058)",9018,209,4366,588,3898
,,,,,
"RURAL (060)",87828,11998,2761,979,72114
"Sin Nivel (061)",16926,2807,458,140,13525
"Educación Inicial (062)",1862,943,39,25,857
"Primaria (063)",35885,5780,880,319,28917
"Secundaria (064)",28223,2353,834,286,24755
"Sup. no Univ. Incompleta (065)",1578,45,74,36,1424
"Sup. no Univ. Completa (066)",1434,27,214,39,1154
"Sup. Univ. Incompleta (067)",895,18,61,57,759
"Sup. Univ. Completa (068)",1025,25,201,77,723
"Hombres (070)",43523,6030,1488,619,35397
"Sin Nivel (071)",5198,1367,131,58,3643
"Educación Inicial (072)",945,498,19,13,416
"Primaria (073)",17500,2896,428,178,14002
"Secundaria (074)",16509,1203,478,223,14608
"Sup. no Univ. Incompleta (075)",1030,21,49,26,935
"Sup. no Univ. Completa (076)",1030,17,171,31,811
"Sup. Univ. Incompleta (077)",615,11,45,37,522
"Sup. Univ. Completa (078)",696,17,167,53,460
"Mujeres (080)",44305,5968,1273,360,36717
"Sin Nivel (081)",11728,1440,327,82,9882
"Educación Inicial (082)",917,445,20,12,441
"Primaria (083)",18385,2884,452,141,14915
"Secundaria (084)",11714,1150,356,63,10147
"Sup. no Univ. Incompleta (085)",548,24,25,10,489
"Sup. no Univ. Completa (086)",404,10,43,8,343
"Sup. Univ. Incompleta (087)",280,7,16,20,237
"Sup. Univ. Completa (088)",329,8,34,24,263
