"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ACOBAMBA",,,,,,,,,
"Viviendas particulares (001)",3561,1022,907,300,442,7,8,12,863
"Ocupantes presentes (002)",15743,3951,4201,1330,2032,37,41,55,4096
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3344,918,836,289,424,7,8,12,850
"Ocupantes presentes (005)",14958,3577,3948,1304,1957,37,41,55,4039
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",164,73,57,9,15,,,,10
"Ocupantes presentes (011)",598,271,201,24,57,,,,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,31,5,2,3,,,,1
"Ocupantes presentes (014)",138,103,14,2,18,,,,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,4,,,,,,1
"Ocupantes presentes (017)",24,,17,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,2,,,,,,1
"Ocupantes presentes (020)",15,,11,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,3,,,,,,
"Ocupantes presentes (023)",10,,10,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2455,885,801,214,189,6,6,7,347
"Ocupantes presentes (029)",10648,3359,3747,961,851,31,30,35,1634
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2245,781,736,203,171,6,6,7,335
"Ocupantes presentes (032)",9896,2985,3520,935,776,31,30,35,1584
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",164,73,57,9,15,,,,10
"Ocupantes presentes (038)",598,271,201,24,57,,,,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,31,5,2,3,,,,1
"Ocupantes presentes (041)",138,103,14,2,18,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,2,,,,,,1
"Ocupantes presentes (047)",15,,11,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1106,137,106,86,253,1,2,5,516
"Ocupantes presentes (056)",5095,592,454,369,1181,6,11,20,2462
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1099,137,100,86,253,1,2,5,515
"Ocupantes presentes (059)",5062,592,428,369,1181,6,11,20,2455
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,4,,,,,,1
"Ocupantes presentes (071)",24,,17,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,2,,,,,,
"Ocupantes presentes (077)",9,,9,,,,,,
"Otro tipo",,,,,,,,,
