"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CORONEL PORTILLO (000)",193533,182136,11397
"Hombres (001)",97847,92253,5594
"Mujeres (002)",95686,89883,5803
"De 18 a 29 años (003)",72095,65119,6976
"Hombres (004)",35478,31793,3685
"Mujeres (005)",36617,33326,3291
"De 30 a 44 años (006)",64032,62222,1810
"Hombres (007)",31821,30916,905
"Mujeres (008)",32211,31306,905
"De 45 a 64 años (009)",43906,42699,1207
"Hombres (010)",23388,22870,518
"Mujeres (011)",20518,19829,689
"De 65 y más años (012)",13500,12096,1404
"Hombres (013)",7160,6674,486
"Mujeres (014)",6340,5422,918
,,,
"URBANA (015)",166159,157608,8551
"Hombres (016)",82049,78080,3969
"Mujeres (017)",84110,79528,4582
"De 18 a 29 años (018)",61796,56415,5381
"Hombres (019)",29845,27112,2733
"Mujeres (020)",31951,29303,2648
"De 30 a 44 años (021)",55281,54002,1279
"Hombres (022)",26780,26192,588
"Mujeres (023)",28501,27810,691
"De 45 a 64 años (024)",37606,36808,798
"Hombres (025)",19558,19243,315
"Mujeres (026)",18048,17565,483
"De 65 y más años (027)",11476,10383,1093
"Hombres (028)",5866,5533,333
"Mujeres (029)",5610,4850,760
,,,
"RURAL (030)",27374,24528,2846
"Hombres (031)",15798,14173,1625
"Mujeres (032)",11576,10355,1221
"De 18 a 29 años (033)",10299,8704,1595
"Hombres (034)",5633,4681,952
"Mujeres (035)",4666,4023,643
"De 30 a 44 años (036)",8751,8220,531
"Hombres (037)",5041,4724,317
"Mujeres (038)",3710,3496,214
"De 45 a 64 años (039)",6300,5891,409
"Hombres (040)",3830,3627,203
"Mujeres (041)",2470,2264,206
"De 65 y más años (042)",2024,1713,311
"Hombres (043)",1294,1141,153
"Mujeres (044)",730,572,158
