"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAMANA (000)",22137,4557,6654,8751,943,776,456
"Conviviente (001)",7153,977,2711,2893,284,188,100
"Separado(a) (002)",915,172,296,370,28,14,35
"Casado(a) (003)",7198,1784,1712,3011,374,269,48
"Viudo(a) (004)",529,50,143,270,35,16,15
"Divorciado(a) (005)",138,38,21,67,8,3,1
"Soltero(a) (006)",6204,1536,1771,2140,214,286,257
"Hombres (008)",14858,2341,5108,6229,778,357,45
"Conviviente (009)",4925,535,1990,2095,234,65,6
"Separado(a) (010)",396,61,138,176,15,5,1
"Casado(a) (011)",4860,1000,1340,2116,321,81,2
"Viudo(a) (012)",232,12,85,110,19,4,2
"Divorciado(a) (013)",75,15,15,38,6,1,
"Soltero(a) (014)",4370,718,1540,1694,183,201,34
"Mujeres (016)",7279,2216,1546,2522,165,419,411
"Conviviente (017)",2228,442,721,798,50,123,94
"Separado(a) (018)",519,111,158,194,13,9,34
"Casado(a) (019)",2338,784,372,895,53,188,46
"Viudo(a) (020)",297,38,58,160,16,12,13
"Divorciado(a) (021)",63,23,6,29,2,2,1
"Soltero(a) (022)",1834,818,231,446,31,85,223
,,,,,,,
"URBANA (024)",17852,4295,5502,6358,555,711,431
"Conviviente (025)",5393,898,2196,1913,117,174,95
"Separado(a) (026)",793,159,258,311,19,13,33
"Casado(a) (027)",6330,1728,1499,2528,283,244,48
"Viudo(a) (028)",444,48,112,228,28,15,13
"Divorciado(a) (029)",126,38,20,59,5,3,1
"Soltero(a) (030)",4766,1424,1417,1319,103,262,241
"Hombres (032)",11386,2210,4183,4191,441,321,40
"Conviviente (033)",3538,492,1603,1288,91,58,6
"Separado(a) (034)",319,55,112,137,10,4,1
"Casado(a) (035)",4158,964,1165,1709,244,74,2
"Viudo(a) (036)",182,11,66,84,16,4,1
"Divorciado(a) (037)",65,15,14,32,3,1,
"Soltero(a) (038)",3124,673,1223,941,77,180,30
"Mujeres (040)",6466,2085,1319,2167,114,390,391
"Conviviente (041)",1855,406,593,625,26,116,89
"Separado(a) (042)",474,104,146,174,9,9,32
"Casado(a) (043)",2172,764,334,819,39,170,46
"Viudo(a) (044)",262,37,46,144,12,11,12
"Divorciado(a) (045)",61,23,6,27,2,2,1
"Soltero(a) (046)",1642,751,194,378,26,82,211
,,,,,,,
"RURAL (048)",4285,262,1152,2393,388,65,25
"Conviviente (049)",1760,79,515,980,167,14,5
"Separado(a) (050)",122,13,38,59,9,1,2
"Casado(a) (051)",868,56,213,483,91,25,
"Viudo(a) (052)",85,2,31,42,7,1,2
"Divorciado(a) (053)",12,,1,8,3,,
"Soltero(a) (054)",1438,112,354,821,111,24,16
"Hombres (056)",3472,131,925,2038,337,36,5
"Conviviente (057)",1387,43,387,807,143,7,
"Separado(a) (058)",77,6,26,39,5,1,
"Casado(a) (059)",702,36,175,407,77,7,
"Viudo(a) (060)",50,1,19,26,3,,1
"Divorciado(a) (061)",10,,1,6,3,,
"Soltero(a) (062)",1246,45,317,753,106,21,4
"Mujeres (064)",813,131,227,355,51,29,20
"Conviviente (065)",373,36,128,173,24,7,5
"Separado(a) (066)",45,7,12,20,4,,2
"Casado(a) (067)",166,20,38,76,14,18,
"Viudo(a) (068)",35,1,12,16,4,1,1
"Divorciado(a) (069)",2,,,2,,,
"Soltero(a) (070)",192,67,37,68,5,3,12
