"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia BONGARA (000)",7074,125,3048,2198,679,220,107,26,5,,666
"Conviviente (001)",2437,56,1120,741,214,56,22,4,2,,222
"Separado(a) (002)",263,4,114,71,34,11,4,1,1,,23
"Casado(a) (003)",2957,39,1300,970,306,98,48,10,2,,184
"Viudo(a) (004)",654,15,264,219,51,23,16,9,,,57
"Divorciado(a) (005)",29,2,12,9,4,,,1,,,1
"Soltero(a) (006)",734,9,238,188,70,32,17,1,,,179
,,,,,,,,,,,
"URBANA (008)",4425,65,1762,1420,481,164,84,22,5,,422
"Conviviente (009)",1396,26,588,456,152,36,14,3,2,,119
"Separado(a) (010)",202,3,87,61,25,8,4,1,1,,12
"Casado(a) (011)",1883,23,756,629,216,77,40,9,2,,131
"Viudo(a) (012)",412,8,159,134,31,17,15,8,,,40
"Divorciado(a) (013)",21,,9,7,3,,,1,,,1
"Soltero(a) (014)",511,5,163,133,54,26,11,,,,119
,,,,,,,,,,,
"RURAL (016)",2649,60,1286,778,198,56,23,4,,,244
"Conviviente (017)",1041,30,532,285,62,20,8,1,,,103
"Separado(a) (018)",61,1,27,10,9,3,,,,,11
"Casado(a) (019)",1074,16,544,341,90,21,8,1,,,53
"Viudo(a) (020)",242,7,105,85,20,6,1,1,,,17
"Divorciado(a) (021)",8,2,3,2,1,,,,,,
"Soltero(a) (022)",223,4,75,55,16,6,6,1,,,60
