"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia EL DORADO (000)",13708,11818,1325,412,153
"Empleado (001)",748,259,158,195,136
"Obrero (002)",1609,1193,247,156,13
"Trabajador independiente (003)",7307,6709,598,,
"Empleador o patrono (004)",243,178,33,31,1
"Trabajador familiar no remunerado (005)",3526,3204,289,30,3
"Trabajador del hogar (006)",275,275,,,
"De 06 a 14 años (008)",878,774,73,31,
"Empleado (009)",5,5,,,
"Obrero (010)",70,49,9,12,
"Trabajador independiente (011)",118,111,7,,
"Trabajador familiar no remunerado (013)",663,587,57,19,
"Trabajador del hogar (014)",22,22,,,
"De 15 a 29 años (016)",5113,4397,535,132,49
"Empleado (017)",221,105,42,31,43
"Obrero (018)",692,480,119,88,5
"Trabajador independiente (019)",2341,2132,209,,
"Empleador o patrono (020)",51,41,6,4,
"Trabajador familiar no remunerado (021)",1680,1511,159,9,1
"Trabajador del hogar (022)",128,128,,,
"De 30 a 44 años (024)",4341,3655,441,171,74
"Empleado (025)",380,105,94,112,69
"Obrero (026)",515,403,66,43,3
"Trabajador independiente (027)",2606,2384,222,,
"Empleador o patrono (028)",94,66,14,14,
"Trabajador familiar no remunerado (029)",670,621,45,2,2
"Trabajador del hogar (030)",76,76,,,
"De 45 a 64 años (032)",2719,2379,236,76,28
"Empleado (033)",140,43,21,52,24
"Obrero (034)",268,211,42,12,3
"Trabajador independiente (035)",1763,1625,138,,
"Empleador o patrono (036)",76,51,12,12,1
"Trabajador familiar no remunerado (037)",431,408,23,,
"Trabajador del hogar (038)",41,41,,,
"De 65 y más años (040)",657,613,40,2,2
"Empleado (041)",2,1,1,,
"Obrero (042)",64,50,11,1,2
"Trabajador independiente (043)",479,457,22,,
"Empleador o patrono (044)",22,20,1,1,
"Trabajador familiar no remunerado (045)",82,77,5,,
"Trabajador del hogar (046)",8,8,,,
,,,,,
"URBANA (048)",5510,4713,442,218,137
"Empleado (049)",601,189,116,174,122
"Obrero (050)",643,527,72,32,12
"Trabajador independiente (051)",2761,2580,181,,
"Empleador o patrono (052)",85,70,9,5,1
"Trabajador familiar no remunerado (053)",1225,1152,64,7,2
"Trabajador del hogar (054)",195,195,,,
"De 06 a 14 años (056)",294,278,7,9,
"Empleado (057)",4,4,,,
