"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ISLAY (000)",1426,206,1220
"Sin nivel (001)",42,1,41
"Educación inicial (002)",3,1,2
"Primaria (003)",248,16,232
"Secundaria (004)",586,103,483
"Superior no univ. incompleta (005)",154,24,130
"Superior no univ. completa (006)",214,35,179
"Superior univ. incompleta (007)",75,15,60
"Superior univ. completa (008)",104,11,93
"Hombres (010)",1012,117,895
"Sin nivel (011)",14,,14
"Educación inicial (012)",2,1,1
"Primaria (013)",168,8,160
"Secundaria (014)",449,65,384
"Superior no univ. incompleta (015)",112,14,98
"Superior no univ. completa (016)",130,13,117
"Superior univ. incompleta (017)",60,9,51
"Superior univ. completa (018)",77,7,70
"Mujeres (020)",414,89,325
"Sin nivel (021)",28,1,27
"Educación inicial (022)",1,,1
"Primaria (023)",80,8,72
"Secundaria (024)",137,38,99
"Superior no univ. incompleta (025)",42,10,32
"Superior no univ. completa (026)",84,22,62
"Superior univ. incompleta (027)",15,6,9
"Superior univ. completa (028)",27,4,23
,,,
"AREA URBANA (030)",1317,198,1119
"Sin nivel (031)",38,1,37
"Educación inicial (032)",3,1,2
"Primaria (033)",221,16,205
"Secundaria (034)",547,99,448
"Superior no univ. incompleta (035)",148,24,124
"Superior no univ. completa (036)",198,31,167
"Superior univ. incompleta (037)",70,15,55
"Superior univ. completa (038)",92,11,81
"Hombres (040)",932,110,822
"Sin nivel (041)",13,,13
"Educación inicial (042)",2,1,1
"Primaria (043)",154,8,146
"Secundaria (044)",415,61,354
"Superior no univ. incompleta (045)",110,14,96
"Superior no univ. completa (046)",117,10,107
"Superior univ. incompleta (047)",55,9,46
"Superior univ. completa (048)",66,7,59
"Mujeres (050)",385,88,297
"Sin nivel (051)",25,1,24
"Educación inicial (052)",1,,1
"Primaria (053)",67,8,59
"Secundaria (054)",132,38,94
"Superior no univ. incompleta (055)",38,10,28
"Superior no univ. completa (056)",81,21,60
"Superior univ. incompleta (057)",15,6,9
"Superior univ. completa (058)",26,4,22
,,,
"AREA RURAL (060)",109,8,101
"Sin nivel (061)",4,,4
"Primaria (063)",27,,27
"Secundaria (064)",39,4,35
"Superior no univ. incompleta (065)",6,,6
"Superior no univ. completa (066)",16,4,12
"Superior univ. incompleta (067)",5,,5
"Superior univ. completa (068)",12,,12
"Hombres (070)",80,7,73
"Sin nivel (071)",1,,1
"Primaria (073)",14,,14
"Secundaria (074)",34,4,30
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",13,3,10
"Superior univ. incompleta (077)",5,,5
"Superior univ. completa (078)",11,,11
"Mujeres (080)",29,1,28
"Sin nivel (081)",3,,3
"Primaria (083)",13,,13
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",3,1,2
"Superior univ. completa (088)",1,,1
