"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia SAN MARTIN (000)",72193,9463,17608,18254,26868
"Asiste actualmente (001)",47223,4522,16654,15700,10347
"No asiste (002)",24970,4941,954,2554,16521
"Hombres (004)",36644,4866,8954,9189,13635
"Asiste actualmente (005)",23973,2264,8450,7905,5354
"No asiste (006)",12671,2602,504,1284,8281
"Mujeres (008)",35549,4597,8654,9065,13233
"Asiste actualmente (009)",23250,2258,8204,7795,4993
"No asiste (010)",12299,2339,450,1270,8240
,,,,,
"URBANA (012)",64969,8202,15514,16595,24658
"Asiste actualmente (013)",43525,3991,14810,14612,10112
"No asiste (014)",21444,4211,704,1983,14546
"Hombres (016)",32767,4236,7886,8254,12391
"Asiste actualmente (017)",22013,2003,7515,7295,5200
"No asiste (018)",10754,2233,371,959,7191
"Mujeres (020)",32202,3966,7628,8341,12267
"Asiste actualmente (021)",21512,1988,7295,7317,4912
"No asiste (022)",10690,1978,333,1024,7355
,,,,,
"RURAL (024)",7224,1261,2094,1659,2210
"Asiste actualmente (025)",3698,531,1844,1088,235
"No asiste (026)",3526,730,250,571,1975
"Hombres (028)",3877,630,1068,935,1244
"Asiste actualmente (029)",1960,261,935,610,154
"No asiste (030)",1917,369,133,325,1090
"Mujeres (032)",3347,631,1026,724,966
"Asiste actualmente (033)",1738,270,909,478,81
"No asiste (034)",1609,361,117,246,885
