"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCAVELICA (000)",34730,217,13547,12213,3259,999,396,149,22,,3928
"Sin Nivel (001)",10559,88,4181,3992,1019,344,179,73,12,,671
"Educación Inicial (002)",39,1,13,13,2,1,,,,,9
"Primaria (003)",12082,80,5726,4168,793,226,114,43,5,,927
"Secundaria (004)",6351,37,2731,2080,415,92,31,12,1,,952
"Sup. no Univ. Incompleta (005)",761,4,167,257,81,19,4,1,1,,227
"Sup. no Univ. Completa (006)",2142,1,376,839,426,133,25,8,2,,332
"Sup. Univ. Incompleta (007)",766,1,135,230,62,15,3,2,,,318
"Sup. Univ. Completa (008)",2030,5,218,634,461,169,40,10,1,,492
,,,,,,,,,,,
"URBANA (010)",15620,101,5175,5299,1826,594,223,94,18,,2290
"Sin Nivel (011)",2590,31,1008,859,275,111,65,35,10,,196
"Educación Inicial (012)",10,,3,3,1,,,,,,3
"Primaria (013)",3887,37,1765,1326,297,102,64,26,3,,267
"Secundaria (014)",3792,23,1552,1259,288,74,26,12,1,,557
"Sup. no Univ. Incompleta (015)",636,3,145,222,64,16,3,1,1,,181
"Sup. no Univ. Completa (016)",2029,1,364,799,398,117,25,8,2,,315
"Sup. Univ. Incompleta (017)",725,1,124,219,58,14,3,2,,,304
"Sup. Univ. Completa (018)",1951,5,214,612,445,160,37,10,1,,467
,,,,,,,,,,,
"RURAL (020)",19110,116,8372,6914,1433,405,173,55,4,,1638
"Sin Nivel (021)",7969,57,3173,3133,744,233,114,38,2,,475
"Educación Inicial (022)",29,1,10,10,1,1,,,,,6
"Primaria (023)",8195,43,3961,2842,496,124,50,17,2,,660
"Secundaria (024)",2559,14,1179,821,127,18,5,,,,395
"Sup. no Univ. Incompleta (025)",125,1,22,35,17,3,1,,,,46
"Sup. no Univ. Completa (026)",113,,12,40,28,16,,,,,17
"Sup. Univ. Incompleta (027)",41,,11,11,4,1,,,,,14
"Sup. Univ. Completa (028)",79,,4,22,16,9,3,,,,25
