"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGUYO (000)",45237,10229,2266,735,32040
"Quechua (001)",252,23,25,12,194
"Aymara (002)",30691,5196,896,258,24355
"Asháninka (003)",57,6,8,1,43
"Otra lengua nativa (004)",18,4,1,2,12
"Castellano (005)",14177,4991,1336,457,7408
"Idioma Extranjero (006)",10,,,3,7
"Es Sordomudo/a (007)",32,9,,2,21
"Hombres (009)",22259,4940,1175,461,15695
"Quechua (010)",127,9,15,10,94
"Aymara (011)",14779,2404,500,168,11712
"Asháninka (012)",24,2,3,,19
"Otra lengua nativa (013)",10,2,,1,7
"Castellano (014)",7298,2521,657,279,3847
"Idioma Extranjero (015)",6,,,1,5
"Es Sordomudo/a (016)",15,2,,2,11
"Mujeres (018)",22978,5289,1091,274,16345
"Quechua (019)",125,14,10,2,100
"Aymara (020)",15912,2792,396,90,12643
"Asháninka (021)",33,4,5,1,24
"Otra lengua nativa (022)",8,2,1,1,5
"Castellano (023)",6879,2470,679,178,3561
"Idioma Extranjero (024)",4,,,2,2
"Es Sordomudo/a (025)",17,7,,,10
,,,,,
"URBANA (027)",16533,3163,1694,413,11276
"Quechua (028)",169,11,23,4,132
"Aymara (029)",7165,672,493,110,5893
"Asháninka (030)",15,,5,,10
"Otra lengua nativa (031)",16,3,1,2,11
"Castellano (032)",9154,2474,1172,294,5222
"Idioma Extranjero (033)",8,,,3,5
"Es Sordomudo/a (034)",6,3,,,3
"Hombres (036)",8115,1539,849,234,5498
"Quechua (037)",86,5,15,3,64
"Aymara (038)",3397,304,259,61,2774
"Asháninka (039)",3,,1,,2
"Otra lengua nativa (040)",10,2,,1,7
"Castellano (041)",4613,1227,574,168,2647
"Idioma Extranjero (042)",5,,,1,4
"Es Sordomudo/a (043)",1,1,,,
"Mujeres (045)",8418,1624,845,179,5778
"Quechua (046)",83,6,8,1,68
"Aymara (047)",3768,368,234,49,3119
"Asháninka (048)",12,,4,,8
"Otra lengua nativa (049)",6,1,1,1,4
"Castellano (050)",4541,1247,598,126,2575
"Idioma Extranjero (051)",3,,,2,1
"Es Sordomudo/a (052)",5,2,,,3
,,,,,
"RURAL (054)",28704,7066,572,322,20764
"Quechua (055)",83,12,2,8,62
"Aymara (056)",23526,4524,403,148,18462
"Asháninka (057)",42,6,3,1,33
"Otra lengua nativa (058)",2,1,,,1
"Castellano (059)",5023,2517,164,163,2186
"Idioma Extranjero (060)",2,,,,2
"Es Sordomudo/a (061)",26,6,,2,18
"Hombres (063)",14144,3401,326,227,10197
"Quechua (064)",41,4,,7,30
"Aymara (065)",11382,2100,241,107,8938
"Asháninka (066)",21,2,2,,17
"Castellano (068)",2685,1294,83,111,1200
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",14,1,,2,11
"Mujeres (072)",14560,3665,246,95,10567
"Quechua (073)",42,8,2,1,32
"Aymara (074)",12144,2424,162,41,9524
"Asháninka (075)",21,4,1,1,16
"Otra lengua nativa (076)",2,1,,,1
"Castellano (077)",2338,1223,81,52,986
"Idioma Extranjero (078)",1,,,,1
"Es Sordomudo/a (079)",12,5,,,7
