"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia DATEM DEL MARAÑON (000)",16175,1166,6751,4981,2811,466
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",37,,6,26,5,
"Profes., científicos e intelectuales (002)",791,,222,443,123,3
"Técnicos de nivel medio y trab.asimilados (003)",152,,52,78,20,2
"Jefes y empleados de oficina (004)",132,,58,46,28,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",677,17,251,261,134,14
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6820,2,2494,2345,1644,335
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",314,2,128,116,62,6
"Obreros construc., conf., papel, fab., instr. (008)",239,2,101,87,44,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",6264,1105,3067,1358,653,81
"Otra (010)",27,,6,17,4,
"Ocupación no especificada (011)",397,9,185,129,60,14
"Desocupado (012)",325,29,181,75,34,6
"Hombres (013)",10026,596,3911,3252,1930,337
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",32,,4,24,4,
"Profes., científicos e intelectuales (015)",557,,129,319,107,2
"Técnicos de nivel medio y trab.asimilados (016)",113,,35,57,19,2
"Jefes y empleados de oficina (017)",99,,32,40,27,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",364,7,124,135,84,14
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5254,,1788,1894,1316,256
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",277,2,113,106,51,5
"Obreros construc., conf., papel, fab., instr. (021)",235,2,99,86,43,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2530,559,1311,418,203,39
"Otra (023)",26,,6,16,4,
"Ocupación no especificada (024)",267,6,124,87,42,8
"Desocupado (025)",272,20,146,70,30,6
"Mujeres (026)",6149,570,2840,1729,881,129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",5,,2,2,1,
"Profes., científicos e intelectuales (028)",234,,93,124,16,1
"Técnicos de nivel medio y trab.asimilados (029)",39,,17,21,1,
"Jefes y empleados de oficina (030)",33,,26,6,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",313,10,127,126,50,
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1566,2,706,451,328,79
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",37,,15,10,11,1
"Obreros construc., conf., papel, fab., instr. (034)",4,,2,1,1,
