"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia UCAYALI",,,,,,,
"Viviendas particulares (001)",11487,623,267,851,6174,448,3124
"Ocupantes presentes (002)",61017,2923,1186,4762,33522,2201,16423
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9099,487,210,795,5376,342,1889
"Ocupantes presentes (005)",48769,2478,1027,4466,29219,1683,9896
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8,8,,,,,
"Ocupantes presentes (008)",29,29,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",174,113,47,,,,14
"Ocupantes presentes (011)",563,348,145,,,,70
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",26,9,10,,,,7
"Ocupantes presentes (014)",79,37,14,,,,28
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2117,1,,46,769,103,1198
"Ocupantes presentes (017)",11297,8,,245,4156,507,6381
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",42,2,,10,19,2,9
"Ocupantes presentes (020)",207,10,,51,100,8,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",15,3,,,8,1,3
"Ocupantes presentes (023)",64,13,,,42,3,6
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,2,,4
"Ocupantes presentes (026)",9,,,,5,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6199,610,248,649,3710,223,759
"Ocupantes presentes (029)",33098,2875,1095,3669,20303,1114,4042
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5933,475,191,639,3685,220,723
"Ocupantes presentes (032)",32163,2438,936,3618,20171,1103,3897
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8,8,,,,,
"Ocupantes presentes (035)",29,29,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",174,113,47,,,,14
"Ocupantes presentes (038)",563,348,145,,,,70
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",26,9,10,,,,7
"Ocupantes presentes (041)",79,37,14,,,,28
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",42,2,,10,19,2,9
"Ocupantes presentes (047)",207,10,,51,100,8,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",13,3,,,6,1,3
"Ocupantes presentes (050)",54,13,,,32,3,6
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,,,3
"Ocupantes presentes (053)",3,,,,,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5288,13,19,202,2464,225,2365
"Ocupantes presentes (056)",27919,48,91,1093,13219,1087,12381
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3166,12,19,156,1691,122,1166
"Ocupantes presentes (059)",16606,40,91,848,9048,580,5999
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2117,1,,46,769,103,1198
"Ocupantes presentes (071)",11297,8,,245,4156,507,6381
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,2,,
"Ocupantes presentes (077)",10,,,,10,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,2,,1
"Ocupantes presentes (080)",6,,,,5,,1
