"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TAHUAMANU (000)",9552,424,118,2703,4022,694,833,270,488
"Hombres (001)",5849,154,61,1458,2641,460,534,193,348
"Mujeres (002)",3703,270,57,1245,1381,234,299,77,140
"PEA (003)",5684,197,3,961,2622,529,703,227,442
"Hombres (004)",4436,110,2,732,2156,416,507,176,337
"Mujeres (005)",1248,87,1,229,466,113,196,51,105
"Ocupada (006)",5541,197,3,947,2532,513,696,217,436
"Hombres (007)",4335,110,2,722,2084,407,505,172,333
"Mujeres (008)",1206,87,1,225,448,106,191,45,103
"Desocupada (009)",143,,,14,90,16,7,10,6
"Hombres (010)",101,,,10,72,9,2,4,4
"Mujeres (011)",42,,,4,18,7,5,6,2
"No PEA (012)",3868,227,115,1742,1400,165,130,43,46
"Hombres (013)",1413,44,59,726,485,44,27,17,11
"Mujeres (014)",2455,183,56,1016,915,121,103,26,35
,,,,,,,,,
"URBANA (018)",6748,195,75,1653,2986,546,651,220,422
"Hombres (019)",4026,60,37,832,1885,344,411,160,297
"Mujeres (020)",2722,135,38,821,1101,202,240,60,125
"PEA (021)",3977,69,2,476,1907,403,552,187,381
"Hombres (022)",3014,29,1,330,1522,304,393,148,287
"Mujeres (023)",963,40,1,146,385,99,159,39,94
"Ocupada (024)",3848,69,2,464,1824,391,546,177,375
"Hombres (025)",2924,29,1,322,1456,298,391,144,283
"Mujeres (026)",924,40,1,142,368,93,155,33,92
"Desocupada (027)",129,,,12,83,12,6,10,6
"Hombres (028)",90,,,8,66,6,2,4,4
"Mujeres (029)",39,,,4,17,6,4,6,2
"No PEA (030)",2771,126,73,1177,1079,143,99,33,41
"Hombres (031)",1012,31,36,502,363,40,18,12,10
"Mujeres (032)",1759,95,37,675,716,103,81,21,31
,,,,,,,,,
"RURAL (036)",2804,229,43,1050,1036,148,182,50,66
"Hombres (037)",1823,94,24,626,756,116,123,33,51
"Mujeres (038)",981,135,19,424,280,32,59,17,15
"PEA (039)",1707,128,1,485,715,126,151,40,61
"Hombres (040)",1422,81,1,402,634,112,114,28,50
"Mujeres (041)",285,47,,83,81,14,37,12,11
"Ocupada (042)",1693,128,1,483,708,122,150,40,61
"Hombres (043)",1411,81,1,400,628,109,114,28,50
"Mujeres (044)",282,47,,83,80,13,36,12,11
"Desocupada (045)",14,,,2,7,4,1,,
"Hombres (046)",11,,,2,6,3,,,
"Mujeres (047)",3,,,,1,1,1,,
"No PEA (048)",1097,101,42,565,321,22,31,10,5
"Hombres (049)",401,13,23,224,122,4,9,5,1
"Mujeres (050)",696,88,19,341,199,18,22,5,4
