"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia YAUYOS",,,,,,,,,
"Viviendas particulares (001)",7806,1531,626,252,,616,4446,246,89
"Ocupantes presentes (002)",25093,5065,1991,780,,2161,14164,706,226
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7234,1465,600,250,,503,4099,236,81
"Ocupantes presentes (005)",23502,4819,1925,777,,1863,13228,682,208
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,,6,,,,,,
"Ocupantes presentes (008)",13,,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",30,29,1,,,,,,
"Ocupantes presentes (011)",103,98,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",131,19,15,1,,67,25,1,3
"Ocupantes presentes (014)",407,72,29,2,,210,84,4,6
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",344,,,,,46,296,,2
"Ocupantes presentes (017)",869,,,,,88,776,,5
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",42,16,4,,,,12,7,3
"Ocupantes presentes (020)",146,67,19,,,,35,18,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,2,,1,,,5,,
"Ocupantes presentes (023)",24,9,,1,,,14,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",11,,,,,,9,2,
"Ocupantes presentes (026)",29,,,,,,27,2,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4753,1273,574,120,,500,2016,203,67
"Ocupantes presentes (029)",15451,4148,1816,326,,1874,6553,571,163
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4528,1207,548,119,,433,1967,193,61
"Ocupantes presentes (032)",14734,3902,1750,324,,1664,6397,547,150
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,,6,,,,,,
"Ocupantes presentes (035)",13,,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",30,29,1,,,,,,
"Ocupantes presentes (038)",103,98,5,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",131,19,15,1,,67,25,1,3
"Ocupantes presentes (041)",407,72,29,2,,210,84,4,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",42,16,4,,,,12,7,3
"Ocupantes presentes (047)",146,67,19,,,,35,18,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,2,,,,,4,,
"Ocupantes presentes (050)",20,9,,,,,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",10,,,,,,8,2,
"Ocupantes presentes (053)",28,,,,,,26,2,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3053,258,52,132,,116,2430,43,22
"Ocupantes presentes (056)",9642,917,175,454,,287,7611,135,63
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2706,258,52,131,,70,2132,43,20
"Ocupantes presentes (059)",8768,917,175,453,,199,6831,135,58
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",344,,,,,46,296,,2
"Ocupantes presentes (071)",869,,,,,88,776,,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,1,,,1,,
"Ocupantes presentes (077)",4,,,1,,,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
