"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia LA CONVENCION",,,,,,,
"Viviendas particulares (001)",44022,6156,5239,5954,15077,2231,9365
"Ocupantes presentes (002)",163558,21793,17592,22571,60112,8964,32526
"Casa independiente",,,,,,,
"Viviendas particulares (004)",37199,4627,2635,5812,13757,2084,8284
"Ocupantes presentes (005)",140421,17103,9862,22038,54480,8290,28648
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",163,100,63,,,,
"Ocupantes presentes (008)",481,313,168,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",576,280,280,,,,16
"Ocupantes presentes (011)",1669,820,803,,,,46
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",3214,911,2239,,,,64
"Ocupantes presentes (014)",9611,2707,6682,,,,222
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2417,19,,134,1285,131,848
"Ocupantes presentes (017)",9889,73,,508,5507,619,3182
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",356,205,18,1,22,9,101
"Ocupantes presentes (020)",1205,746,66,6,64,33,290
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",63,14,4,4,7,5,29
"Ocupantes presentes (023)",180,31,11,13,47,13,65
"Otro tipo",,,,,,,
"Viviendas particulares (025)",34,,,3,6,2,23
"Ocupantes presentes (026)",102,,,6,14,9,73
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",13872,5532,4605,413,905,1174,1243
"Ocupantes presentes (029)",48050,19145,15067,1648,3510,4558,4122
"Casa independiente",,,,,,,
"Viviendas particulares (031)",9506,4024,2001,412,881,1162,1026
"Ocupantes presentes (032)",34935,14531,7337,1642,3439,4516,3470
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",163,100,63,,,,
"Ocupantes presentes (035)",481,313,168,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",576,280,280,,,,16
"Ocupantes presentes (038)",1669,820,803,,,,46
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",3214,911,2239,,,,64
"Ocupantes presentes (041)",9611,2707,6682,,,,222
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",356,205,18,1,22,9,101
"Ocupantes presentes (047)",1205,746,66,6,64,33,290
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",41,12,4,,1,3,21
"Ocupantes presentes (050)",99,28,11,,6,9,45
"Otro tipo",,,,,,,
"Viviendas particulares (052)",16,,,,1,,15
"Ocupantes presentes (053)",50,,,,1,,49
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",30150,624,634,5541,14172,1057,8122
"Ocupantes presentes (056)",115508,2648,2525,20923,56602,4406,28404
"Casa independiente",,,,,,,
"Viviendas particulares (058)",27693,603,634,5400,12876,922,7258
"Ocupantes presentes (059)",105486,2572,2525,20396,51041,3774,25178
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2417,19,,134,1285,131,848
"Ocupantes presentes (071)",9889,73,,508,5507,619,3182
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",22,2,,4,6,2,8
"Ocupantes presentes (077)",81,3,,13,41,4,20
"Otro tipo",,,,,,,
"Viviendas particulares (079)",18,,,3,5,2,8
"Ocupantes presentes (080)",52,,,6,13,9,24
