"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHINCHEROS",,,
"Viviendas particulares (001)",13194,5764,7430
"Ocupantes presentes (002)",51325,24278,27047
"Casa independiente",,,
"Viviendas particulares (004)",12923,5729,7194
"Ocupantes presentes (005)",50712,24166,26546
"Departamento en edificio",,,
"Viviendas particulares (007)",1,1,
"Ocupantes presentes (008)",6,6,
"Vivienda en quinta",,,
"Viviendas particulares (010)",2,2,
"Ocupantes presentes (011)",9,9,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",30,25,5
"Ocupantes presentes (014)",109,86,23
"Choza o cabaña",,,
"Viviendas particulares (016)",228,4,224
"Ocupantes presentes (017)",459,5,454
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,1,1
"Ocupantes presentes (020)",4,1,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",7,2,5
"Ocupantes presentes (023)",19,5,14
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",7,,7
,,,
URBANA,,,
"Viviendas particulares (028)",4158,2603,1555
"Ocupantes presentes (029)",16336,10552,5784
"Casa independiente",,,
"Viviendas particulares (031)",4121,2573,1548
"Ocupantes presentes (032)",16201,10446,5755
"Departamento en edificio",,,
"Viviendas particulares (034)",1,1,
"Ocupantes presentes (035)",6,6,
"Vivienda en quinta",,,
"Viviendas particulares (037)",2,2,
"Ocupantes presentes (038)",9,9,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",30,25,5
"Ocupantes presentes (041)",109,86,23
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,1,1
"Ocupantes presentes (047)",4,1,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",7,4,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",9036,3161,5875
"Ocupantes presentes (056)",34989,13726,21263
"Casa independiente",,,
"Viviendas particulares (058)",8802,3156,5646
"Ocupantes presentes (059)",34511,13720,20791
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",228,4,224
"Ocupantes presentes (071)",459,5,454
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",5,1,4
"Ocupantes presentes (077)",12,1,11
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",7,,7
