"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHURCAMPA",,,,,,,,,
"Viviendas particulares (001)",2398,362,87,57,357,82,206,18,1229
"Ocupantes presentes (002)",9428,1482,339,251,1304,252,665,75,5060
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2217,361,83,55,301,63,138,17,1199
"Ocupantes presentes (005)",8925,1480,329,242,1141,194,476,74,4989
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,,,,5,,,,
"Ocupantes presentes (008)",17,,,,17,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",14,,,,4,6,4,,
"Ocupantes presentes (011)",51,,,,20,22,9,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",154,1,4,2,46,13,63,1,24
"Ocupantes presentes (014)",401,2,10,9,116,36,179,1,48
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,,,1,,,,4
"Ocupantes presentes (017)",28,,,,10,,,,18
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,,,1,,2
"Ocupantes presentes (023)",6,,,,,,1,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1222,192,63,29,301,80,200,8,349
"Ocupantes presentes (029)",4350,804,222,111,1049,246,634,23,1261
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1046,191,59,27,246,61,132,7,323
"Ocupantes presentes (032)",3875,802,212,102,896,188,445,22,1208
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,,,,5,,,,
"Ocupantes presentes (035)",17,,,,17,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",14,,,,4,6,4,,
"Ocupantes presentes (038)",51,,,,20,22,9,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",154,1,4,2,46,13,63,1,24
"Ocupantes presentes (041)",401,2,10,9,116,36,179,1,48
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,,,,,,1,,2
"Ocupantes presentes (050)",6,,,,,,1,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1176,170,24,28,56,2,6,10,880
"Ocupantes presentes (056)",5078,678,117,140,255,6,31,52,3799
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1171,170,24,28,55,2,6,10,876
"Ocupantes presentes (059)",5050,678,117,140,245,6,31,52,3781
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,,,1,,,,4
"Ocupantes presentes (071)",28,,,,10,,,,18
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
